Item No.,Description,Unit,Rate,
14.22,"Renewin and fittin bolts/wel g Wrought iron or M.S. Wheel or roller of steel door or gate g and fixing the same with necessary clamps, nuts and ding and erection etc. complete.",,,
14.22.1,Wheel 50 mm dia and below,per wheel,150.95,
14.22.2,Wheel above 50 mm dia,per wheel,253.00,
,EARTH WORK,,,
14.23,"Pumping water ma out water caused by springs, tidal or river seepage, broken ins or drains and the like.",kilo litre,190.40,
14.24,Mud mor BRICK W tar made with local clay good earth. ORK,cum,823.15,
14.25,Brick wor in mud m k with common burnt clay bricks of class designation 7.5 ortar,cum,5700.55,
,WOOD W ORK,,,
14.26,Providing and fixing 25 mm thick shutters for cup board etc. :,,,
14.26.1,Panelled or panelled & glazed shutters :,,,
14.26.1.1,Superior class teak wood including nickel plated bright finished M.S. piano hinges with necessary screws.,sqm,4583.60,
14.26.1.2,Ist class teak wood including nickel plated bright finished M.S. piano hinges with necessary screws.,sqm,3979.65,
,No.,,,
14.26.2,Glazed shutters :,,,
14.26.2.1,Superior class teak wood including nickel plated bright finished M.S. piano hinges with necessary screws.,sqm,4555.30,
14.26.2.2,Ist class teak wood including nickel plated bright finished M.S. piano hinges with necessary screws.,sqm,3904.90,
14.27,"Providing bright or/a 35x10 mm including f and fixing plain jaffri door and window shutters including nd black enamelled M.S. butt hinges with necessary screws laths placed 35 mm apart (frames to be paid separately), ixing 50x12 mm beading complete with :",,,
14.27.1,Second class teak wood,sqm,4155.75,
14.28,Providing with two b etc. where and fixing brass curtain rods of wall thickness 1.25 mm rass brackets fixed with brass screws and wooden plugs ver necessary complete.,,,
14.28.1,20 mm diameter.,metre,295.20,
14.28.2,25 mm diameter.,metre,362.10,
14.29,Providing required s windows. and fixing M.S. round or square bars with M.S. flats at pacing in wooden frames of windows and clerestory,kg,99.70,
14.30,"Providing applying with : joists (karries) including hoisting, fixing in position and wood preservative on unexposed surface etc. complete",,,
14.30.1,Sal wood,cum,91146.55,
14.30.2,Hollock wood,cum,57984.40,
14.31,Providing with nece and fixing bright finished brass single acting spring hinges ssary brass screws etc. complete :,,,
14.31.1,150 mm,each,652.40,
14.31.2,125 mm,each,465.10,
14.31.3,100 mm,each,412.95,
14.32,Providing with nece and fixing bright finished brass double acting spring hinges ssary brass screws etc. complete :,,,
14.32.1,150 mm,each,726.00,
14.32.2,125 mm,each,618.95,
14.32.3,100 mm,each,600.25,
14.33,Providing brass scre and fixing bright finished brass flush bolts with necessary ws etc. complete :,,,
14.33.1,250 mm,each,230.75,
14.33.2,150 mm,each,200.55,
14.33.3,100 mm,each,147.05,
dksM la0,fooj.k,bdkbZ,nj,
14-1,12 feeh- ls 20 feeh eksVkbZ ds iyLrj dh ejEer 2-5 oxZ ehVj vkSj blls NksVs VqdM+ksa esa] VqdM+ksa dh mfpr vkd‘fr esa dkVus] tksM+ksa dks [kqjpus nhokj dh lrg rS;kj djus vkSj iyLrj djus lfgr] laiw.kZ rFkk eycs dks Hkwfe esa Qsadus lesr] izHkkjh vfHk;Urk ds funsZ”kkuwlkj,,,
,14-1-1 1%4 ¼1 lhesaV % 4 eghu jsr½ ds lhesaV & elkys ls,oxZ eh-,462.30,
,14-1-2 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds lhesaV & elkys ls,oxZ eh-,478.00,
14-2,fo,"eku eks[kksa esa pkS[kVas yxkuk] pkS[kVksa dks Q”kZ esa ;k nhokj esa xkM+us] fpukbZ esa idM+ & ifV~V;ksa ds fy, txg dkVus] idM+ & ifV~V;ksa dks lhesaV & daØhV 1%3%6 ¼1 lhesaV % 3 eksVh jsr % 6 iRFkj dk 20 feeh- ukeh; ukiokyk vuqikfrr feykok½ ds 15x10x10 ls-eh- vkdkj ds fiaMd cukdj mlesa nckus] pkS[kVksa dh cxyksa esa nks rgksa esa ¼vuqeksfnr ydM+h ifjj{kh ls iksrus vkSj nhokjksa rFkk Q”kksZa ds VwVs Hkkxksa dks Bhd djus lfgr] laiw.kZ rFkk eycs dks Hkwfe esa Qsadu lesr] izHkkjh vfHk;Urk ds funsZ”kkuwlkj",,
,14-2-1 njokts dh pkS[kVs,izR;sd,1505.30,
,14-2-2 f[kM+fd;ksa dh pkS[kVsa,izR;sd,948.05,
,14-2-3 jks”kunkuksa dh pkS[kVsa,izR;sd,712.85,
14-3,lgh vkdkj ds MS”k] ca/kd@jlk;u ca/kd ls bZaV@iz-lh ds dh nhokj ds fo,"eku eks[ks esa pkS[kV yxkuk ¼njokts pkS[kV ds izR;sd m/okZ/kj vo;o ij 3 ux ,oa f[kM+dh pkS[kV ds izR;sd m/okZ/kj vo;o ij 2 ux MS”k ca/kd@jlk;u ca/kd dh ykxr lesar½",izR;sd,190.25
14-4,"bZaV fpukbZ esa fpukbZ dkVdj rqM+kbZ lesar nhokjksa Q”kksaZ rFkk nhokjksa ds VwVs Hkkxksa dks Bhd djus lfgr rkfd os orZeku lrg tSls gks tk,] fudVre uxjikfydk {ksi.k LFkku rd eycs ds fuiVku lesr] izHkkjh vfHk;Urk ds funsZ”kkuwlkj",,,
,"14-4-1 njokts@f[kM+dh@jks”kunku ds fy,",oxZ eh-,1046.95,
14-5,iqjkus dkap & Qydksa dh txg tgk¡ vko”;d gks iqVhu vkSj dhyksa ls u;s dkap & Qyd yxkuk,,,
,14-5-1 Q~yksV dkap Qyd uksfeuy 4 feeh- eksVh ¼otu 10 fdxzk@ oxZ eh- ls de otu ugha½,oxZ eh-,941.95,
,14-5-2 QyksV dkap Qyduksfeuy 5-0 feeh- eksVh ¼12-5 fdxzk@,,,
,~ oxZ eh- ls de out ugha½,oxZ eh-,1245.15,
14-6,iqjkus dkap & Qydksa dh txg tgk¡ vko”;d gks ydMh dh QV~Vh ls u;s dkap Qyd yxkuk,,,
,14-6-1 Q~yksV dkap Qyd uksfeuy 4 feeh- eksVh ¼10 fdxzk@ oxZ eh- ls de otu ugha½,oxZ eh-,1351.15,
,14-6-2 yksV dkap Qyduksfeuy 5 feeh- eksVh ¼12-5 fdxzk@ oxZ eh- ls,,,
,de otu ugha½,oxZ eh-,1654.30,
14-7,iqjkus dkap Qydksa dh txg fo,eku ydMh dh QV~fV;ksa ls dkap Qyd yxkuk 14-7-1 yksV dkap Qyd 4 feeh- eksVh ¼10 fdxzk@ oxZ eh- ls de otu ugha½,oxZ eh-,1055.20
,14-7-2 yksV dkap Qyd 5-5 feeh- eksVh ¼12-5 fdxzk@ oxZ eh- ls de otu ugha½,oxZ eh-,1358.35,
14-8,ydM+h dh ubZ QfV~V;ksa dh O;oLFkk djuk vkSj tgka vko”;d gks yxkuk,,,
,14-8-1 f}rh; Js.kh dh lkxkSu dh ydM+h dh QfV~V;k¡,ehVj,66.05,
,14-8-2 gksyksd ydM+h dh QfV~V;k¡,ehVj,59.35,
14-9,dk¡p&Qydkas dh iqjkuh iqVhu dh txg ubZ yxkuk ¼yEckbZ½,ehVj,46.40,
14-10,iqjkus “kh”ks iqVhu vkSj dhyksa ls fQj ls yxkuk,oxZ eh-,603.05,
14-11,"iqjkus “kh”ks ydM+h dh xksVu ls yxkuk ¼xksVu dh ykxr “kkfey u djrs gq,½",oxZ eh-,560.60,
14-12,fo,"eku izcfyr lhesaV daØhV & LySc esa 16 feeh- eksVs uje bLikr ds ekud vkÑfr ,oa vkdkj ds ia[ks & vadqMs+ dh O;oLFkk djuk vkSj yxkuk] [kkapk dkVus] mls Bhd djus vkSj vadqMs+ ds [kqys Hkkx ij jksxu djus lfgr] laiw.kZ",izR;sd,468.40
14-13,lhesaV esa yxh gqbZ bZaVksa ;k Vkbyksa ls <ds feÍh Qldk ds VSjsl dk <ky Bhd djuk] Vkbyksa ;k bZaVksa dks m[kkM+dj feÍh ds iyLrj dks gVkdj feÍh Qldk dh lrg mfpr <ky esa rS;kj djds nqckjk feÍh dk iyLrj dju]s feÍh & xksojh yhius vkSj Vkbyksa ;k bZaVksa dks 1%3 ¼1 lhesaV % 3 eghu jsr½ dk iryk lhesaV & elkyk feykdj tekus rFkk vuqi;ksxh Vkbyksa ;k bZaVksa dh txg ubZ yxkus vkSj csdkj eky dks Hkwfe esa Qsadusa & lfgr ¼ubZ Vkbyksa ;k bZaVksa dh ykxr ds vfrfjDr½] izHkkjh vfHk;Urk ds funsZ”kkuwlkjA,oxZ ehVj,577.90,
14-14,"Nr esa yxs gq, cyqvk iRFkj ds ifV;s cnyuk vkSj mUgsa 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds lhesaV & elkys ls yxkuk] mlh elkys ls lhesaV dh Vhidkjh rFkk vko”;d ejEer lfgr] eyck Hkwfe esa Qsadusa lesr] laiw.kZ] izHkkjh vfHk;Urk ds funsZ”kkuwlkjA",,,
,14-14-1 30 ls 50 feeh- rd eksVs yky/lQsn cyqvk iRFkj ds ifV;s,oxZ ehVj,1099.15,
14-15,"Nrksa esa iqjkus ydM+h ds cRrs dh txg u, yxkuk] nhokjksa ds Nsnksa dh ejEer djus vkSj vuqeksfnr Nki vkSj fuekZrk dk rsy tSlk dk’B & ifjj{kh iksrus lfgr laiw.kZ] eyck Hkwfe esa Qsadusa lesr] izHkkjh vfHk;Urk ds funsZ”kkuwlkjA",,,
,14-15-1 lk[kw dh ydM+h ds cRrs,?ku ehVj,92213.65,
14-16,Nrksa esa ydM+h dhs iqjkuh /kjuksa dh txg ubZ yxkuk] nhokjksa ds Nsnksa dh ejEer djus vkSj vuqeksfnr Nki vkSj fuekZrk dk rsy tSlk dk’B & ifjj{kh iksrus lfgr] laiw.kZ] eyck Hkwfe esa Qsadusa lesr] izHkkjh vfHk;Urk ds funsZ”kkuwlkjA 14-16-1 4-00 ehVj ls vuf/kd yach &,,,
,14-16-1-1 lk[kw dh ydM+h dh /kjusa,?ku ehVj,96739.70,
,14-16-1-2 gksyksd dh ydM+h dh /kjusa,?ku ehVj,63238.90,
,14-16-2 4-00 ehVj ds Åij vkSj 5-00 ehVj rd yach &,,,
,14-16-2-1 lk[kw dh ydM+h dh /kjusa,?ku ehVj,99011.80,
,14-16-2-2 gksyksd dh ydM+h dh /kjusa,?ku ehVj,65503.80,
14-17,"pwuk ;k lhesaV & elkys dh laf/k;ka dqjsnuk vkSj fQj ls Vhidkjh ;k iyLrj ds fy, lrg rS;kj djuk] eyck Hkwfe esa Qsadusa lesr] izHkkjh vfHk;Urk ds funsZ”kkuwlkjA",oxZ ehVj,59.75,
14-18,"feÍh Qldk ds Åij piVh bZaV & Vkbyksa ds fy, 1%3 ¼1 lhesaV % 3 eghu jsr½ ds lhesaV & elkys ls mlesa lhesaV ds Hkkj dh rqyuk esa 2 izfr”kr iw.kZ tyjks/kh ;kSfxd feykdj likV Vhi djuk %",,,
,14-18-1 Qq- ikS- ls- bZaV & Vkbyksa ls,oxZ ehVj,114.70,
,14-18-2 ekMqyj bZaV & Vkbyksa ls,oxZ ehVj,115.95,
14-19,"Nr ls ok;q ca/kd fudkyuk] tax yxh f<cfj;ksa rFkk dkcyksa vkfn dks dkVus lfgr] daikmUM esa fdlh Hkh nwjh rd lkexzh gVkus ,oa pÍs yxkus lesr",fdxzk-,4.45,
14-20,"iqjkus ok;q ca/kd dks ubZ tqM+ukjksa ls tksM+uk] vuqeksfnr Nki ,oa fofuekZrk ds laj{k.kjks/kh fcVwesuh jksxu ls nks vFkok vf/kd rgksa esa jksxu djus lfgr rFkk vuqeksfnr Nki ds iwoZ fefJr ftad ØksesV ihys vkLrj.k ls vLrj rg yxkuk",ehVj,107.00,
14-21,"fuikrh xsV dh ry iÍh vFkok “kh’kZ iVjh dk uohdj.k] lHkh {kfr;ksa dksBhd djus lfgr] rFkk vuqeksfnr Nki ,oa fofuekZrk ds ftad ØksesV ds ihys vkLrj.k ls vLrj rg yxkuk",fdxzk-,246.15,
14-22,"bLikr njokts vFkok xsV ds MCY;w vkbZ vFkok uje bLikr ds ifg;s vFkok jksyj dk uohudj.k] rFkk bls vko”;d f”kdatks] f<cfj;ksa ,oa dkcyksa >ykbZ ds lkFk tksM+uk ,oa LFkkfir vkfn djuk] laiw.kZ",,,
,14-22-1 50 feeh- rFkk blls de O;kl ds ifg;s,izfr ifg;k,150.95,
,14-22-2 50 feeh- O;kl ls vf/kd ds ifg;s,izfr ifg;k,253.00,
,feÍh dk dke,,,
14-23,"lksrksa] Tokj ;k ufn;ksa dh fjlu] VwVs ty uyksa ;k ukfy;ksa ls ;k ,sls gh vU; dkj.kksa ls fudys gq, ikuh dk iaiu",fdyks yhVj,190.40,
14-24,LFkkuh; fpduh vPNh feêh ls cus xkjs dk dke bZaV fpukbZ,?ku ehVj,823.15,
14-25,7-5 uki dh bZaVks ls bZaV & fpukbZ dk dke xkjs ls ydM+h dk dke,?ku ehVj,5700.55,
14-26,"vyekfj;ksa vkfn ds fy, 25 feeh- eksVs fdokM+ksa dh O;oLFkk djuk vkSj mUgsa yxkuk % 14-26-1 fnYgsnkj ;k fnYgs & ,oa & “kh”ksnkj fdokM+",,,
,14-26-1-1 mRÑ’V dksfV dh lkxkSu dh ydM+h ds fudy p<+s & pednkj uje bLikr ds fi;kuksa & dCtksa rFkk vko”;d ispksa lfgr,oxZ ehVj,4583.60,
,14-26-1-2 igyh Js.kh dh lkxkSu dh ydM+h ds fudy p<+s & pednkj,,,
,uje bLikr ds fi;kuksa & dCtksa rFkk vko”;d ispksa lfgr,oxZ ehVj,3979.65,
,14-26-2 “kh”ksnkj fdokM+ s S s s,,,
,14-26-2-1 mRÑ’V dkfV dh lkxku dh ydM+h d fudy p<+ & pednkj uje bLikr ds fi;kuksa dCtksa rFkk vko”;d ispksa lfgr,oxZ ehVj,4555.30,
,14-26-2-2 igyh Js.kh dh lkxkSu dh ydM+h ds fudy p<+s & pednkj uje bLikr ds fi;kuksa dCtksa rFkk vko”;d ispksa lfgr,oxZ ehVj,3904.90,
14-27,"35 feeh- vUrj ls yxh gqbZ 35x10 feeh- QfÍ;ksa dh lknh tkQjh ds njokts & f[kM+fd;ksa ds fdokM+ksa dh O;oLFkk djuk ¼<kaps ds fy, Hkqxrku vyx ls gksxk½ vkSj pednkj ;k/,oa dkys ,uSey;qDr uje bLikr ds lVs dCtksa rFkk vko”;d ispksa vkSj 50x12 feeh- xksVu lfgr mUgsa yxkuk] laiw.kZ %",,,
,14-27-1 nwljh Js.kh dh lkxkSu dh ydM+h ds,oxZ ehVj,4155.75,
14-28,"inkZ Vkaxus ds fy, 1-25 feeh- eksVh pknj ls cuh ihry dh NM+ rFkk ihry ds nks czSdsVksa dh O;oLFkk djuk vkSj vko”;drkuqlkj ihry ds ispksa rFkk ydM+h ds xÍksa lfgr mls yxkuk] laiw.kZ %",,,
,14-28-1 20 feeh- eksVh,ehVj,295.20,
,14-28-2 25 feeh- eksVh,ehVj,362.10,
14-29,"f[kM+fd;ksa vkSj jks”kunkuksa ds fy, uje bLikr dh xksy ;k pkSdksj lfj;ksa dh O;oLFkk djuk vkSj ydM+h dh pkS[kVksa esa visf{kr vUrj ls mUgsa yxkuk",fdxzk-,99.70,
14-30,dfM+;ksa dh O;oLFkk djuk vkSj mUgsa p<+kdj ;FkkLFkku yxkuk] fcuk [kqyh lrgksa ij dk’B & ifjj{kh yxkus vkfn lfgr] laiw.kZ %,,,
,14-30-1 lk[kw dh ydM+h dh,?ku ehVj,91146.55,
,14-30-2 gksyksd dh ydM+h dh,?ku ehVj,57984.40,
14-31,"ihry ds pednkj ,drjQh fØ;k okys dekuhnkj dCtksa dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %",,,
,14-31-1 150 feeh,izR;sd,652.40,
,14-31-2 125 feeh,izR;sd,465.10,
,14-31-3 100 feeh,izR;sd,412.95,
14-32,ihry ds pednkj nqrjQh fØ;k okys dekuhnkj dCtksa dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %,,,
,14-32-1 150 feeh,izR;sd,726.00,
,14-32-2 125 feeh,izR;sd,618.95,
,14-32-3 100 feeh,izR;sd,600.25,
14-33,ihry ds pednkj likV pV[kfu;ksa dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %,,,
,14-33-1 250 feeh,izR;sd,230.75,
,14-33-2 150 feeh,izR;sd,200.55,
,14-33-3 100 feeh,izR;sd,147.05,
14-34,ihry ds pednkj 150 feeh dh jcM+ dh xn~nh & ;qDr Q”khZ vM+kuh dh] tks fdokM+ dh eksVkbZ ds vuqdwy gks] O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mls yxkuk] laiw.kZ %,izR;sd,233-10,
14-35,ihry ds pednkj dM+s df’kZr NYyk & dqaMh dh O;oLFkk djuk vkSj mUgsa yxkuk] laiw.kZ %,,,
,14-35-1 300 feeh,izR;sd,86.85,
,14-35-2 250 feeh,izR;sd,83.35,
,14-35-3 200 feeh,izR;sd,74.80,
,14-35-4 150 feeh,izR;sd,60.05,
,14-35-5 100 feeh,izR;sd,52.70,
14-36,"frYyh ds fy,] ihry dh pednkj dhyh dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %",izR;sd,40.20,
14-37,"frYyh ds fy,] ihry dh pednkj 300 feeh yEch tathj vkSj dkaVs dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %",izR;sd,64.25,
14-38,ihry ds pednkj 300 feeh yEch pki & LFkkiksa dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %,izR;sd,163.25,
14-39,ihry dh pednkj ¼mRÑ’B dksfV dh½ lfiZy }kj dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %,izR;sd,462.75,
14-40,Øksfe;e & eqyEek;qDr ihry ds lVs dCtksa dh O;oLFkk djuk vkSj vko”;d ispksa vkfn lfgr mUgsa yxkuk] laiw.kZ %,,,
,14-40-1 125x70x4 feeh ¼lk/kkj.k izdkj ds½,izR;sd,172.20,
,14-40-2 100x70x4 feeh ¼lk/kkj.k izdkj ds½,izR;sd,147.70,
,14-40-3 75x65x4 feeh ¼Hkkjh izdkj ds½,izR;sd,164.20,
,14-40-4 75x40x2-5 feeh ¼lk/kkj.k izdkj ds½,izR;sd,99.40,
,14-40-5 50x40x2-5 feeh ¼lk/kkj.k izdkj ds½,izR;sd,41.30,
14-41,Øksfe;e & eqyEek;qDr ihry ds 85x42 feeh iqy & cksYV rkys dh O;oLFkk djuk vkSj vko”;d ispksa] dkcyksa] f<cfj;ksa vkSj ok”kjksa vkfn lfgr mUgsa yxkuk] laiw.kZ %,izR;sd,255.80,
,laiwfrZ,,,
14-72,"ckgj dh vksj lkr eafty Å¡pkbZ rd 40 feeh O;kl dk uje bLikr uy 1-5 eh- dsanz ls dsanz rd {kSfrt rFkk m/okZ/kj uyksa ls cuk dk;Z”khy IysVQWkeZ vkfn ds fy, LdsQksfYMax esa di ,oa ykWd iz.kkyh uje bLikr uy] pkfc;ksa] uje bLikr DySEil rFkk uje bLikr LVs;jdsl iz.kkyh okyh dks tksM+us okyh nksgjs LdsQksfYMax iz.kkyh ¼di ,oa ykWd rjg dk½ dk izko/kku djuk ,oa yxkuk vkSj ;Fkk vuqeksfnr visf{kr vof/k rd fVdkÅ voLFkk esa vuqj{k.k djuk ,oa mlds ckn mls gVk nsuk izHkkjh vfHk;ark ds funsZ”k ,oa vuqeksnukuqlkj LdsQksfYMax iz.kkyh dks czsflaXl] julZ] Hkou vkfn ds lkFk ck¡/kdj l[r fd;k tk;sxk tgk¡ dgha Hkh vko”;d LFkkuksa rj dk;Z dk fufj{k.k fd;k tkuk gksxk ogk¡ dkfeZdksa vkfn ds fy, laiw.kZ vko”;d lqj{kk fo”ks’krk ds lkFk fd;k tk;sxk A LdsQksfYMax ds mBs gq, {ks= dk eki Hkqxrku ds iz;kstu ls vo”; fd;k tk;sxk A LdsQksfYMax vof/k ij /;ku fn;s fcuk ,d ckj Hkqxrku fd;k tk;sxk A uksV %&;g en vuqj{k.k dk;Z esa iz;ksx dh tkus okyh ;g lkexzh cgqr dke djrh gS] fo","eku lkexzh esa LdsQksfYMax ds fy, dVkSrh dh tkuh gS A",oxZ ehVj,285.00
mi “kh’kZ,280 % 14-0 Hkou dh ejEer,,,
14-73 14-74,"f[kM+fd;ksa@jks”kunkuksa esa fpduh lEiwfrZ okys ihry ds Qjesnkj f[kM+dh ca?kfu;ksa vFkok dhyksa ls fua;f=r dh O;oLFkk djuk vkSj vko”;d >ykbZ rFkk e”khu gq, ispksa vkfn ls yxkuk lEiw.kZ % e/; ls jaxs bLikr ds jks”kunkuks esa fpduh lEiwfrZ okys ihry ds 14 feeh dekuh [kVds dh O;oLFkk djuk vkSj vko”;d >ykbZ rFkk e”khu gq, ispksa vkfn ls yxkuk lEiw.kZ %",fd-xzk- izR;sd,484.30 59.40,
14-75,12 fe-eh- ls 20 fe-eh- eksVkbZ ds IykLVj dh ejEer 2-5 oxZ eh- vkSj vlls NksVs VqdM+ksa dh mfpr vkd‘fr esa dkVus] tksM+ks dks [kqjpus] nhokj dh lrg rS;kj djus vkSj mls lQsn lheasV vk/kkfjr iksyhej la”kksf/kr Lor% rjkbZ elkyk ls IykLVj djus lfgr eycs dk fuiVku izHkkjh vfHk;ark ds funs”kkuqlkj laiw.kZ gksA,oxZ ehVj,540.35,
14-75d,"izHkkjh vfHk;ark ds funs”kkuqlkj lHkh ÅapkbZ;ksa ij 2000 yh0 {kerk rd Vsjsl@ykW¶V ty HkaMkj.k VSad ¼Hkhrj dk lQsZl {ks=½ dh lQkbZ ukfj;y ds cz”k] MLVj vkfn ls djuk] Vsad ls xkn] eyck gVkuk Vsad dh izfr yhVj {kerk dk 0-5 xzke Cyhfpax ikmMj ls dhVk.qkjfgr djrs gq, rkts ikuh okys Vsad dh lQkbZ djuk rFkk eyck gVkukA rFkk LVsafly vkSj isaV dh lgk;rk ls Vsad ckWMh dh rjQ lQkbzZ dh rkjh[k vafdr djus lfgr¼Vsad ij igys ls vafdr iqjkuh rkjh[k dks iSaV fjewoj ;k Cysd isUV ls gVk fn;k tk, vkSj ;fn rkjh[k LVSaflys ls ugha fy[kk gqvk gSA ;k iqjkuh rkjh[k ugha gVk;k tkrk gks rks dVkSrh 0-10 izfr yh0 dh nj ls dh tk,xhA½ ¼;fn lQkbZ ds nkSjku fdlh th vkbZ fQfVaXl vFkok ckWy dkWd {kfrxzLr gksrk gS rks mldh ejEer Bsdsnkj }kjk viuh futh ykxr ij djsxk rFkk blds fy, vyx ls fdlh jkf”k dk Hkqxrku ugha fd;k tk,xkA½",yhVj,0.40,
14-76 14-77,"izHkkjh vfHk;ark ds funs”kkuqlkj feÍh ds lkFk feyk gqvk eyok gVkuk rFkk mldk fuiVku lfgr xyh VSªi pSEcj dh lQkbZ vkSj mlls xkn fudkyukA eSugksy dh lQkbZ vkSj vkaf”kd :Ik ls xkn fudkyus rFkk lhoj ykbuksa dh xanxh fudkydj mlds eqgkus dks [kksyus ds fy, dq”ky vkWijsVj] i;Zos{k.k vfHk;ark vkfn lfgr 4000 yhVj lD”ku {kerk vkSj 6000 yhVj okVj tsfVax VSad {kerk okys iai ds lkFk yxk;h xbZ Mhty pkfyr okgu ekmafVax gkbMªksfyd pkfyr mPp nkc okyk lD”ku lg tsfVax lhoj lQkbZ djus okyh e”khu }kjk tke yxh gqbZ lhoj ykbu dh lQkbZA lhoj ykbu dh 150 ,e ,e Mk; ls ysdj 300 ,e ,e O;kl dh lHkh xgjkb;ksa ds fy, 2200 ih ,l vkbZ dk mPp nkc okyk tsafVx iz.kkyh }kjk ,d eSugksy ls nwljs eSugksy rd lhoj ykbu dks pkyw djuk vkSj lQkbZ djukA",izR;sd ehVj,89.45 285.90,
14-78,"izHkkjh vfHk;ark ds funs”kkuqlkj xkn vkSj eycs ds fuiVku lfgr Hkwfexr tyk”k;] vksojgsM vkj- lh- lh- VSad ¼Lora= LVsftax½ dh lQkbZ A lQkbZ esa fuEufyf[kr izfd;k “kfey gkxhs%& (i)iEi }kjk VSad dk ikuh [kkyh fd;k tk,xk vkSj ry ls xkn ,oa vU; tek inkFkksaZ dh lQkbZ dh tk,xhA (ii)tyk”k; ds laiw.kZ lrgh {ks= dks fQj rkj okys cz”k vkfn ls iw.kZ :Ik ls jxM+k tk,xk vkSj ty ds ncko ls lQkbZ dh tk,xhA (iii)fyfDoM Dyksfju }kjk vkj lh lh vkarfjd lrg dk Dyksfjus”kuA (iv)mipkfjr lrg dks ,s;j tsfVax dk mi;ksx dj lq[kk;k tk,xk rFkk lHkh +fc[kjs gq, d.kksa dks lrg ls gVk;k tk,xkA (v)vUr esa izHkkjh vfHk;Urk ds funsZ”kkuqlkj bl ljQsZl dks vYVªkokbZysV jsMh;”ku ls mipkfjr fd;k tk,xkA",oxZ ehVj,71.30,
14-79,ty vkiwfrZ ykbu ls fdlh vkdkj dk {kfrxzLr vksojgsM@Vsjsl ih-oh-lh ty HkaMkj.k VSad dks gVkuk rFkk izHkkjh vfHk;ark ds funs”kkuqlkj Hkw&Lrj ij ykus lfgr Vsjsl ls gVkukA,izR;sd,357.55,
14-80,"izHkkjh vfHk;ark ds funs”kkuqlkj lHkh vko”;d lkexzh] Je ,oa eyck lfgr rksM+h xbZ lkexzh dk fuiVku lfgr lHkh fdz;kvksa ls iw.kZ ^^ih^^ VSªi rFkk iqjkuh Mcy;w lh lhV dks rksM+us lfgr ^^,l^^ vFkok ^^ih^^ VSªi ds lkFk& lkFk okbZV foVªl pkbuk okVj DykstsV LdokfVax iSu ¼Hkkjrh; izdkj dk ½ dh O;oLFkk djuk rFkk mls yxkukA 14-80-1 580×440 ,e ,e vkdkj dk yack iSVuZ Mcy;w- lh iSu",izR;sd,2962-80,
,"14-81-2 580×440 ,e ,e vkdkj dk mM+hlk iSVuZ Mcy;w- lh iSu",izR;sd,3850.65,
14-81,"izHkkjh vfHk;ark ds vuqlkj iw.kZ ch vkbZ ,l&12818 ds vuq:Ik 300 ,e ,e O;kl ds ih oh lh ikbi iznku djuk rFkk fQDl djuk rFkk mls lgh djus lfgr bDlkTV QSu dks fQDl djus ds fy, bZaV eslujh",,,
,nhokj esa visf{kr vkdkj dk Nsn dkVdj cukukA,izR;sd,243.10,
14-82,izHkkjh vfHk;ark ds funs”kkuqlkj eyck lfgr rksM+h xbZ lkexzh dk fuiVku lfgr lHkh vkdkj ds MCY;w lh iSu dks u’V djuk lfgr iw.kZ djukA,izR;sd,110.70,
14-83,izHkkjh vfHk;ark ds vuqlkj lh lh ¶yksfjax dh gSfdax djds lrg dh lQkbZ vkfn lfgr iw.kZ djukA,oxZ ehVj,2.85,
14-84,"izHkkjh vfHk;ark ds funs”kkuqlkj 50 ehVj ds Hkhrj rksM+s x, ikbiksadh LVSfdax lfgr 15 ls 40 ,e ,e O;kl dk th vkbZ ikbi rksM+uk ¼d½ vkarfjd dk;Z& nhokj ij [kqyk gqvk",ehVj,2.85,
14-85,"izHkkjh vfHk;ark ds funs”kkuqlkj ;Fkk visf{kr dCtks dks Ldzw ds lkFk izfrLFkkfir djus lfgr ydM+h ds ekStwnk njoktk “kVj dks fudkyuk] dkVdj jax dj mldh ejEer rFkk ejEer fd, x, njoktk “kVj dks ekStwnk pkS[kV ij fQj ls yxkuk vkfn iw.kZdjus lfgrA",izR;sd,325.95,
