Item No.,Description,Unit,Rate,
14-86,",- ih- ih- la”kksf/kr iksyhesfjd esEcjsu izcfyr fcVqeu ls Nr ds Åij LoLFkkus lkr ijrksa esa ty jks/ku mipkj dh O;oLFkk djuk rFkk yxkuk ftlesa igyh ijr 0- 40 fd- xzk- izfr oxZ eh dh nj ls fcVweSu ds vLrj dh] nwljh] pkSFkh vkSj NBh ijrsa 1-20 fdxzk izfr oxZ eh- dh nj ls ca/kd lkexzkh dh ftlesa Hkk-ek- 702 ds vuq:Ik 85@25 dksfV dk nX/k fcVqeu gksxk] rhljh vkSj ikapoh ijrsa ,- ih- ih- la”kkf/kr iksyhesfjd esEcjsu 1-5 fe-eh- eksVh rFkk 2-25 fd-xzk-@oxZ eh- otu dh ftlesa ikap igys ls cukbZ@x<+h xbZ ijrsa 20 ekbØkWu ,p-,e- ,p- Mh- ih- bZ&fQYe ls nksuks rjQ ls lqjf{kr fd;k tk,A lkroha vFkkZr lcls Åij dh ijr dh laiwfrZ Dykal Msthxus”ku 100 dh bZaVksa dh VkbZYl ds irys elkys ds feJ.k ftlesa lhesaV elkyk 1%3 ¼1 lhesaV % 3 eghu jsr½ ds 12 feeh- dh ijr ds Åij gks rFkk “kq) lhesaV ls",,,
,"laiwrZ ;k tkjk ftldk Hkqxrku vyx ls fd;k tk,xkA",oxZ eh-,615.00,
14-87 14-88,",- ih- ih- la”kksf/kr iksyhesfjd esEcjsu izcfyr fcVweSu ls Nr ds Åij LoLFkkus ikap ijrksa esa ty jks/kd mipkj dh O;oLFkk djuk rFkk yxkuk ftlesa igyh ijr 0-40 fd- xzk- izfr oxZ eh dh nj ls fcVweu ds vLrj dh] nwljh] ,oa pkSFkh ijrs 1-20 fdxzk izfr oxZ eh- dh nj ls ca/kd lkexzkh dh ftlesa Hkk-ek- 702 ds vuq:Ik 85@25 dksfV dk nX/k fcVweSu gksxk] ikap ijrs ,- ih- ih- la”kksf/kr iksyhesfjd esEcjsu 2-00 fe-eh- eksVh rFkk 3-00 fd-xzk- oxZ eh- otu dh ftlesa 3 igys ls cukbZ@x<+h xbZ ijrsa rFkk 100 ekbØkWu ,p-,e- ,p- Mh- ih- bZ&fQYe ds dsUnzh; dksj tks fd nksuks rjQ lSaMfop iksyhesfjd feJ.k fd;s gksa rFkk bls 20 ekbØku ,p-,e- ,p- Mh- ih- bZ- fQYe ls nksuks rjQ ls lqjf{kr fd;k tk,A ikapoh lcls Åij dh ijr dh laiwfrZ Dykl Msthxus”ku 10 dh bZaVksa dh VkbYl lhesaV elkyk 1%3 ¼1 lhesaV % 3 eghu jsr½ lhesUV ds otu ds 2 izfr”kr ,dhd`r ty jks/ku ;kSfxd ds lkFk fefJr lhesaV elkyk 1%3 ¼1 lhesaV % 3 eghu jsr½ ds 12 feeh dh ijr ds Åij gks rFkk “kq) lhesaV ls laiwrZ fd;k tk, ftldk Hkqxrku vyx ls fd;k tk,xkA ,- ih- ih- la”kksf/kr iksyhesfjd esEcjsu izcfyr fcVweu ls Nr ds Åij LoLFkkus lkr ijrksa esa ty jks/ku mipkj dh O;oLFkk djkuk vkSj yxkkuk ftlesa igyh ijr 0- 40 fdyksxzke izfr oxZ ehVj dh nj ls fcVweu ds vLrj dh nwljh] pkSFkh rFkk NBh ijrsa 1-20 fd-xzk- oxZ ehVj dh nj ls ca/ku lkexzh blesa Hkk- ek- 702 ds vuq:i 85@25 dksfV dk nX/k fcVweu gksxk] ikap ijrsa ,0 ih0 ih0 la”kksf/kr iksyhesfjd esEcjsu 2 feeh0 eksVk rFkk 3-00 fdyksxzke izfr oxZ ehVj otu dh ftlesa ikap igys ls cukbZ xbZ ijrsa rFkk 100 ekbZØku ,p- ,e- ,p- ih ih- bZ& fQYe ds dsUnzh; dksj ftUgsa nksuks rjQ ls lSaMfop iksyhesfjd fefJr fd;k gks rFkk bls 20 ekbZØku ,p- ,e-,p-Mh-ih bZ fQYe }kjk nksuks rjQ ls lqjf{kr fd;k tk,A lkroha lcls Åij dh ijr dh laiwfrZ Dykl Msthxus”ku 100 dh bZaVksa dh VkbYl ds irys elkys ds feJ.k ftlesa lhesaV elkyk 1%3 ¼1 lhesaV % 3 eghu jsr½ lhesUV ds otu ds 2 izfr”kr ,dhd`r ty jks/ku ;ksfxd] lhesaV ijr 1%3 ¼1 lhesaV % 3 eghu jsr½ ds 12 feeh dh ijr ds Åij gks rFkk “kq) lhesaV ls laiwrZ fd;k tk, ftldk Hkqxrku vyx ls fd;k tk,xkA",oxZ eh- oxZ eh-,454.80 732.75,
14-89,",0 ih0 ih0 la”kksf/kr iwoZ xf<+r 5 ijrksa okyh 2 feeh- ty jks/ku esecjsu yxkuk ,oa O;oLFkk djuk js”ksnkj dkap isV izcyu ls dEyks ls laiwrZ gks rFkk 25<sup>0</sup>lsfYl;l] 0-87&0-89 fd-xzk-@yhVj rFkk foldksflVh 70&160 lh ih ,l dh l?kurk ds 0-40 fyVj@ oxZ ehVj dh nj ls blh esecjsu mRiknd }kjk fcVqeu izkbej dk ,d ysi yxk;k tk,A esecjsu ds egRoiw.kZ fQftdy ,oa jklk;fud iSjkfeVjl esa “kkfey gSA ns”kkarjh; rFkk VªkalolZ fn”kk ds 23<sup>0</sup>lsfYl;l 350@300N/5lseh- dh la;qDr “kfDrA ns”kkarjh; rFkk VªklolZ fn”kkvksa esa fV;j “kfDr 60@80 ,u gksA esecjsu dk e`nqdj.k IokbZaV 150<sup>0</sup>lsfYl;l ls de u gksA ,-,l-Vh-,e-Mh-& 5147 ds vuqlkj tkap djus ij dksYM ¶ysDlhfcyhVh & 2<sup>0</sup>lsfYl;l ls de ugha gksuk pkfg,A eSecjsu dks fcNkus dk dk;Z esecjsu ds mRiknd ds izkf/kd`r iz;ksxdŸkkZ }kjk djok;k tkuk pkfg,A 22-18-1 2 fe-eh- ¼dk#xsVM :Q “khV~l ds fy,½",oxZ eh-,445.80,
14-90 14-91,",0 ih0 ih0 ¼,VkdfVd iksyhizksiyhu iksyhej½ la”kksf/kr iwoZ xf<+r 5 ijrks okyh 3 feeh- eksVh ty jks/ku esecjsu dh O;oLFkk djuk rFkk yxkuk tks fd js”ksnkj dkWp esjs izcyu }kjk dkys jax ls laiw.kZ gks rFkk 25<sup>0</sup>lsfYl;l &0-87&0-89 fd-xzk @ yhVj rFkk foldksflVh 70&160 lh-ih-,l- l/kurk ds 0-42 yhVj@oxZehVj dh nj ls blh esecjsu mRiknd }kjk fcVweSu vLrj dk ,d ysi yxk;k tk,A esecjsu dh lrg ij ikbZej dk ,d ysi yxk;k tk, ftles cwVsu VkWpZ dk iz;ksx fd;k tk, rFkk lHkh tksMksa bR;kfn dks lhy fd;k tk, ,ao lrg dks iwoZ :i ls rS;kj fd;k tk,A esecjsu ds egRoiw.kZ fQftdy ,oa jklk;fud iSjkehVjl esa “kkfey gS% 23<sup>0</sup>lsfYl;l 350@300@ N/5 ls-eh- dh la;qDr “kkfDr ns”kkarh; rFkk VªkalolZ fn”kkvksa esa fV;j “kfDr 60@80 ,u gksA esecjsu dk e`nqdj.k IokbZaV 150<sup>0</sup>lsfYl;l ls de u gksA ,-,l-Vh-,e-] Mh& 5147 ds vuqlkj tkap djus ij BaMk yphykiu 150<sup>0</sup>lsfYl;l ls rd gksuk pkfg,A esecjsu dks fcNkus dk dk;Z esecjsu mRiknd ds izkf/kd`r iz;ksxdŸkkZ }kjk djok;k tkuk pkfg,A 22-19-1 3 feeh eksVk ,0 ih0 ih0 ¼,rkdfVd iksyh izksizyu iksyhej½ la”kksf/kr iwoZ xf<r 3 feeh eksVh ty jks/ku esecjsu dh 5 ijrksa dh O;oLFkk djuk rFkk yxkuk tks fd js”ksnkj dkªp esV izcyu }kjk yxkuk tks fd js”ksnkj dkap esV izcyu }kjk dkys jax ls laiwrZ gks rFkk 25<sup>0</sup>ls] 0-87&0-89 fd-xzk-@yhVj rFkk foldksflVh 70&160 lh-ih-,l- l/kurk ds 0-40 yhVj@oxZehVj dh nj ls blh esecjsu mRiknd }kjk fcVweSu vLrj dk ,d ysi yxk;k tk, ftlesa cwVsu VkpZ dk iz;ksx fd;k tk, rFkk lHkh tksM+ksa bR;kfn dks lhy fd;k tk, ,oa lrg dks iw.kZ :Ik ls rS;kj fd;k tk,A esecjsu ds egRoiw.kZ fQftdy ,oa jklk;fud iSjkehVjl esa “kkfey gSA ns”kkarjh; ,oa VªkalolZ fn”kk ds 23<sup>0</sup>ls @650@45 ,u@5 lseh dh la;qDr “kfDr ns”kkarjh; rFkk VkalolZ fn”kkvksa esa fV;j “kkfDr 300@250 ,u gksA esecjsu dk e`nqdj.k IokbZaV 150<sup>0</sup>ls de u gksA ,0 ,l0 Vh0 ,e0 Mh& 5147 ds vuqlkj tdMus ij dksYM ¶ysDlhfcfyVh 150<sup>0</sup> lsyfl;l ls de ugha gksuk pkfg,A esecjsu dks fcNkus dk dk;Z esecjsu mRiknd ds izkf/kd`r iz;ksxdŸkkZ }kjk djok;k tkuk pkfg,A 14-91-1 3 feeh eksVk",oxZ eh- oxZ eh-,534.10 563.50,
14-92 14-93 14-94,"ft;ksVsDlVkby] fcuk cwus 120gsm,100 çfr”kr ikyh,LVj 1 ls 1-25 feeh- eksVs esecjsu ls vkarfjd Vp lfgr cwVus VkpZ ds }kjk esecjsu dh xeZ dj] mRiknd }kjk lalrqfr fd;s x;s rjhds ls esecjsu dks <dus dk vfrfjDr Hkqxrku izHkkjh vfHk;ark ds funsZ”kkuqlkj ljdkjh ifjlj rFkk muesa j[ks x, lHkh lkeku dh jkr fnu j{kk izs{kk ds fy,] LoPN onhZ/kkjh canwd jfgr lqj{kkdehZ dks VkpZ] ykBh ,oa onhZ vkfn lfgr 8 ?kaVs dh f”kQ~V esa rSukr djuk A ¼,d tkWc dk eryc 8 ?kaVs dh M~;wVh gksxk½ izHkkjh vfHk;ark ds funsZ”kkuqlkj ljdkjh ifjlj rFkk muesa j[ks x, lHkh lkeku dh jkr fnu j{kk izs{kk ds fy,] LoPN onhZ/kkjh canwd lfgr lqj{kkdehZ dks VkpZ] ykBh ,oa onhZ vkfn lfgr 8 ?kaVs dh f”kQ~V esa rSukr djuk ¼,d tkWc dk eryc 8 ?kaVs dh M~;wVh gksxk½",oxZ eh- izR;sd tkWc izR;sd tkWc,103.50 1077-30 1169-65,
No.,,,,
14.34,"Providing and fixing 150 mm bright finished floor brass door stopper with rubber cushion, necessary brass screws etc. to suit shutter thickness complete",each,233.10,
14.35,Providing and fixing bright finished brass hard drawn hooks and eyes :,,,
,14.35.1 300 mm,each,86.85,
,14.35.2 250 mm,each,83.35,
,14.35.3 200 mm,each,74.80,
,14.35.4 150 mm,each,60.05,
,14.35.5 100 mm,each,52.70,
14.36,Providing and fixing bright finished brass fan light pivot with necessary brass screws etc. complete.,each,40.20,
14.37,Providing and fixing 300 mm long bright finished brass chain with hook for fan light including necessary brass screws etc. complete.,each,64.25,
14.38,Providing and fixing bright finished brass quadrant stay 300 mm long with necessary brass screws etc. complete.,each,163.25,
14.39,Providing and fixing bright finished brass helical door spring (superior quality).,each,462.75,
14.40,Providing and fixing chromium plated brass butt hinges with necessary chromium plated brass screws etc. complete.,,,
,14.40.1 125x70x4 mm (ordinary type),each,172.20,
,14.40.2 100x70x4 mm (ordinary type),each,147.70,
,14.40.3 75x65x4 mm (heavy type),each,164.20,
,14.40.4 75x40x2.5 mm (ordinary type),each,99.40,
,14.40.5 50x40x2.5 mm (ordinary type),each,41.30,
14.41,"Providing and fixing 85x42 mm chromium plated brass pull bolt lock with necessary chromium plated brass screws, nuts, bolts and washers etc. complete. FINISHING",each,255.80,
14.72,"Providing and fixing double scaffolding system (cup lock type) on the exterior side, up to seven story height made with 40 mm dia M.S. tube 1.5 m centre to centre, horizontal & vertical tubes joining with cup & lock system with M.S. tubes, M.S. tube challies, M.S. clamps and M.S. staircase system in the scaffolding for working platform etc. and maintaining it in a serviceable condition for the required duration as approved and removing it there after .The scaffolding system shall be stiffened with bracings, runners, connection with the building etc wherever required for inspection of work at required locations with essential safety features for the workmen etc. complete as per directions and approval of Engineer- in-charge .The elevational area of the scaffolding shall be measured for payment purpose .The payment will be made once irrespective of duration of scaffolding.",sqm,285.00,
,"Note: -This item to be used for maintenance work judicially, necessary deduction for scaffolding in the existing item to be done.",,,
No.,,,,
14.79,Disconnecting damaged overhead/terrace PVC water storage tank of any size from water supply line and removing from the terrace including shifting at ground level as per direction of Engineer-in-charge.,each,357.55,
14.80,"Providing & fixing White vitreous china water closet squatting pan (Indian type) along with ""S"" or ""P"" trap including dismantling of old WC seat and ""S"" or ""P"" trap at site complete with all operations including all necessary materials, labour and disposal of dismantled material i/c malba, all complete as per the direction of Engineer-in charge.",,,
,14.80.1 Long pattern W.C Pan of size 580x440 mm,each,2962.80,
,14.80.2 Orissa pattern W.C Pan of size 580x440 mm,each,3850.65,
14.81,Cutting holes of required size in brick masonry wall for fixing of exhaust fan including providing and fixing 300 mm dia PVC pipe conforming BIS-12818 and making good the same etc. complete as per direction of Engineer-in-charge.,each,243.10,
14.82,Dismantling W.C. Pan of all sizes including disposal of dismantled materials i/c malba all complete as per directions of Engineer-in- Charge.,each,110.70,
14.83,Hacking of CC flooring including cleaning for surface etc. complete as per direction of the Engineer-in-Charge.,sqm,2.85,
14.84,Dismantling 15 to 40 mm dia G.I. pipe including stacking of dismantled pipes (within 50 metres lead) as per direction of Engineer- in-Charge.,,,
,(a) Internal Work- Exposed on wall,metre,2.85,
14.85,"Taking out existing wooden door shutter, repair by cutting, painting etc. and refixing of repaired door shutters to existing door frames, including replacement of hinges with screws, etc. as required, all complete as per the direction of the Engineer-in-charge.",each,325.95,
14.86,"Providing and laying in situ seven course water proofing treatment with APP (Atactic poly-propylene) modified Polymeric memberane over roof consisting of first coat of bitumen primer @ 0.40 litre per sqm, 2nd, 4th & 6th courses of bonding material @ 1.20 Kg/sqm, which shall consist of blown type bitumen of grade 85/25 conforming to IS : 702, 3rd and 5th layers of roofing membrane APP modified Polymeric membrane 1.5 mm thick of 2.25 Kg/sqm weight consisting of five layers prefabricated with centre core as 20 micron HMHDPE film sandwiched on both sides with polymeric mix and the polymeric mix is protected on both side with 20 micron HMHDPE film. 7th, the top most layer shall be finished with brick tiles of class designation 10 grouted with cement mortar 1:3 (1cement : 3 fine sand) mixed with 2% integral water proofing compound by weight of cement over a 12 mm layer of cement mortar 1:3 (1 cement : 3 fine sand) and finished neat (item of laying brick tiles shall be paid for separately).",sqm,615.00,
No.,,,,
14.87,"Providing and laying in situ five course water proofing treatment with APP (Atactic Polypropylene) modified Polymeric memberane over roof consisting of first coat of bitumen primer @ 0.40 litre per sqm, 2nd & 4th courses of bonding material @ 1.20 kg/sqm, which shall consist of blown type bitumen of grade 85/25 conforming to IS : 702, 3rd layer of roofing membrane APP modified Polymeric membrane 2.0 mm thick of 3.00 Kg/ sqm weight consisting of five layers prefabricated with centre core as 100 micron HMHDPE film sandwiched on both sides with polymeric mix and the polymeric mix is protected on both side with 20 micron HMHDPE film. 5th, the top most layer shall be finished with brick tiles of class designation 10 grouted with cement mortar 1:3 (1 cement : 3 fine sand) mixed with 2% integral water proofing compound by weight of cement over a 12 mm layer of cement mortar 1:3 (1 cement : 3 fine sand) and finished neat (item of laying brick tiles shall be paid for separately).",sqm,454.80,
14.88,"Providing and laying in situ seven course water proofing treatment with APP (Atactic Polypropylene) modified Polymeric memberane over roof consisting of first coat of bitumen primer @ 0.40 litre per sqm, 2nd, 4th & 6th courses of bonding material @ 1.20 kg/sqm, which shall consist of blown type bitumen of grade 85/25 conforming to IS : 702, 3rd and 5th layers of roofing membrane APP modified Polymeric membrane 2.0 mm thick of 3.00 Kg/sqm weight consisting of five layers prefabricated with centre core as 100 micron HMHDPE film sandwiched on both sides with polymeric mix and the polymeric mix is protected on both side with 20 micron HMHDPE film. 7th, the top most layer shall be finished with brick tiles of class designation 10 grouted with cement mortar 1:3 (1 cement : 3 fine sand) mixed with 2% integral water proofing compound by weight of cement over a 12 mm layer of cement mortar 1:3 ( 1 cement : 3 fine sand) and finished neat (item of laying brick tiles shall be paid for separately).",sqm,732.75,
14.89,"Providing and fixing APP (Atactic Polypropylene Polymer) modified prefabricated five layer 2 mm thick water proofing membrane, black finished reinforced with glass fibre matt consisting of a coat of bitumen primer for bitumen membrane @ 0.40 litre/sqm by the same membrance manufacture of density at 25°C, 0.87 - 0.89 kg/ litre and viscocity 70 - 160 cps. Over the primer coat the layer of membrane shall be laid using Butane torch and sealing all joints etc., and preparing the surface complete. The vital physical and chemical parameters of the membrane shall be as under : Joint strength in longitudinal and transverse direction at 23°C as 350/300 N/ 5 cm. Tear strength in longitudinal and transverse direction as 60/80N. Softening point of membrane not less than 150°C. Cold flexibility shall be upto -2°C when tested in accordance with ASTM, D - 5147. The laying of membrane shall be got done through the authorised applicator of the manufacture of membrane.",,,
,14.89.1 2mm (for corrugated roof sheets),sqm,445.80,
14.73,Providing and fixing bright finished brass casement window fasteners or peg stays to windows/ ventilators with necessary welding and machine screws etc. complete.,kg,484.30,
14.74,Providing and fixing 14 mm bright finished brass spring catch to steel centre hung ventilators with necessary welding and machine screws etc. complete.,each,59.40,
14.75,"Repair to plaster of thickness 12mm to 20 mm in patches of area 2.5 sqm and under, including cutting the patch in proper shape, raking out joints and preparing plastering the wall surface with white cement based polymer modified self curing mortar, including disposal of rubbish, all complete as per the direction of Engineer-In-Charge. ROUTINE MAINTENANCE WORK",sqm,540.35,
14.75A,"Cleaning of terrace/loft water storage tank (inside surface area) upto 2000 litre capacity at all heights with coconut brushes, duster etc., removal of silt, rubbish from the tank and cleaning the tank with fresh water disinfecting with bleaching powder @ 0.5gm per litre capacity of tank including marking the date of cleaning on the side of tank body with the help of stencil and paint and disposing of malba all complete as per direction of Engineer-in-Charge. (The old date already written on tank should be removed with paint remover or black paint and if date is not written with the stencil or old date is not removed deduction will be made @ Rs. 0.10 per litre) (if during cleaning any GI fittings or ball cock is damaged that is to be repaired by contractor at his own cost and nothing extra will be paid on this account)",litre,0.40,
14.76,"Cleaning and desilting of gully trap chamber, including removal of rubbish mixed with earth etc. and disposal of same, all as per the direction of Engineer-in-charge.",each,89.45,
14.77,"Cleaning of chocked sewer line by diesel running vehicle mounting hydraulic operated high pressure suction cum jetting sewer cleaning machine fitted with pump having 4000 litres suction capacity and 6000 litres water jetting tank capacity including skilled operator, supervising engineer etc. for cleaning and partial desilting of manholes and dechocking of sewer lines. Dechocking and flushing of sewer line from one manhole to another by high pressure jetting system of 2200 PSI for sewer line from 150mm dia upto 300mm",metre,285.90,
14.78,"Cleaning of under ground sump, Over Head R.C.C. Tank ( independent staging) including disposal of slit and rubbish, all as per direction of Engineer-in-Charge. The cleaning shall consist following operations:-",,,
,(i) Tank shall be emptied of water by pumping & bottom shall be cleaned of silt and other deposits.,,,
,(ii) Entire surface area of the sump shall then scrubbed thoroughly with wire brush etc. and pressure washed with water.,,,
,(iii) Chlorination of RCC internal surface by liquid chlorine. (iv) The treated surface shall be dried using air jetting and all loose particles shall be removal from the surface.,,,
,(v) Finally the surface shall be treated with ultraviolet radiation etc. as per direction of Engineer-in-Charge.,sqm,71.30,
14.90,"Providing and laying APP (Atactic Polypropylene Polymer) modified prefabricated five layer, 3 mm thick water proofing membrane, black finished reinforced with glass fibre matt consisting of a coat of bitumen primer for bitumen membrane @ 0.40 litre/sqm by the same membrane manufactured of density at 25°C, 0.87 - 0.89 kg/litre and viscocity 70 - 160 cps. Over the primer coat the layer of membrane shall be laid using butane torch and sealing all joints etc., and preparing the surface complete. The vital physical and chemical parameters of the membrane shall be as under : Joint strength in longitudinal and transverse direction at 23°C as 350/300 N/5 cm. Tear strength in longitudinal and transverse direction as 60/80N. Softening point of membrane not less than 150°C. Cold flexibility shall be upto -2°C when tested in accordance with ASTM, D - 5147. The laying of membrane shall be got done through the authorised applicator of the manufacturer of membrane :",,,
,14.90.1 3 mm thick,sqm,534.10,
14.91,"Providing and laying APP (Atactic Polypropylene Polymer) modified prefabricated five layer 3 mm thick water proofing membrane, black finished reinforced with non-woven polyester matt consisting of a coat of bitumen primer for bitumen membrane @ 0.40 litre/sqm by the same membrane manufacture of density at 25°C, 0.87-0.89 kg/ litre and viscocity 70-160 cps. Over the primer coat the layer of membrane shall be laid using Butane Torch and sealing all joints etc, and preparing the surface complete. The vital physical and chemical parameters of the membrane shall be as under : Joint strength in longitudinal and transverse direction at 23°C as 650/ 450N/ 5cm. Tear strength in longitudinal and transverse direction as 300/ 250N. Softening point of membrane not less than 150°C. Cold flexibility shall be upto -2°C when tested in accordance with ASTM, D - 5147. The laying of membrane shall be got done through the authorised applicator of the manufacturer of membrane :",,,
,14.91.1 3 mm thick,sqm,563.50,
14.92,"Extra for covering top of membrane with Geotextile, 120 gsm non woven, 100% polyester of thickness 1 to 1.25 mm bonded to the membrane with intermittent touch by heating the membrane by Butane Torch as per manufactures recommendation.",sqm,103.50,
14.93,"Providing round the clock security guard without gun for watch & ward of Government premises and its all belongings by deploying neatly dressed security guards in 8 hour's shift including necessary T&P like torch, lathi and uniform etc.complete,as per the direction of Engineer-in-charge. (One job means 8 hour's duty).",each job,1077.30,
14.94,"Providing round the clock security guard with gun for watch & ward of Government premises and its all belongings by deploying neatly dressed security guards in 8 hour's shift including necessary T&P like torch, lathi and uniform etc.complete, as per the direction of Engineer-in-charge.(One job means 8 hour's duty).",each job,1169.65,
