Item No.,Description,Unit,Rate,
,13-2-2 1%6 ¼1 lhesaV % 6 eghu jsr½ ds feJ.k ls,oxZ eh,324-30,
13-3,20 feeh eksVk lhesaV&iyLrj,,,
,13-3-1 1%4 ¼1 lhesaV % 4 eghu jsr½ ds feJ.k ls,oxZ eh,402-15,
,13-3-2 1%6 ¼1 lhesaV % 6 eghu jsr½ ds feJ.k ls,oxZ eh,382-10,
,lhesaV & iyLrj ¼eksVh jsr ls½,,,
13-4,12 feeh eksVk lhesaV&iyLrj %,,,
,13-4-1 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds feJ.k ls,oxZ eh,307-25,
,13-4-2 1%6 ¼1 lhesaV % 6 eksVh jsr½ ds feJ.k ls,oxZ eh,294-35,
13-5,"15 feeh eksVk lhesaV& iyLrj] ,d bZV ;k vk/kh bZV dh [kqjnjh rjQ% %",,,
,13-5-1 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds feJ.k ls,oxZ eh,354-50,
,13-5-2 1%6 ¼1 lhesaV % 6 eksVh jsr½ ds feJ.k ls,oxZ eh,339-10,
13-6,20 feeh eksVk lhesaV&iyLrj %,,,
,13-6-1 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds feJ.k ls,oxZ eh,421-40,
,13-6-2 1%6 ¼1 lhesaV % 6 eksVh jsr½ ds feJ.k ls,oxZ eh,401-35,
,[kkfyl lhesaV dh Åijh ?kqVkbZ ls lhesaV iyLrj,,,
13-7,12 feeh eksVk lhesaV&iyLrj [kkfyl lhesaV dh Åijh ?kqVkbZ lfgr rS;kj fd;k gqvk,,,
,13-7-1 1%3 ¼1 lhesaV % 3 eghu jsr½ ds feJ.k ls,oxZ eh,374-15,
,13-7-2 1%4 ¼1 lhesaV % 4 eghu jsr½ ds feJ.k ls,oxZ eh,361-30,
13-8,"15 feeh eksVk lhesaV&iyLrj ,d bZaV ;k vk/kh bZaV dh nhokj dh [kqjnjh rjQ [kkfyl lhesaV dh Åijh ?kqVkbZ lfgr rS;kj fd;k gqvk%",,,
,13-8-1 1%3 ¼1 lhesaV % 3 eghu jsr½ ds feJ.k ls,oxZ eh,421-50,
,13-8-2 1%4 ¼1 lhesaV % 4 eghu jsr½ ds feJ.k ls,oxZ eh,406-10,
13-9,lhesaV&iyLrj 1%3 ¼1 lhesaV % 3 eksVh jsr½ [kkfyl lhesaV dh Åijh ?kqVkbZ lfgr rS;kj fd;k gqvk %,,,
,13-9-1 12 fe-eh- lhesaV iyLrj,oxZ eh,386-55,
,13-9-2 20 fe-eh- lhesaV iyLrj,oxZ eh,507-85,
13-10,"15 feeh eksVk lhesaV&iyLrj 1%3 ¼1 lhesaV % 3 eksVh jsr½ [kkfyl lhesaV dh Åijh ?kqVkbZ lfgr rS;kj dh gqbZ ,d bZV ;k vk/kh bZV dh nhokj dh [kqjnjh rjQ % lhesaV&iyLrj nks ijrksa esa",oxZ eh,436-30,
13-11,18 feeh lhesaV&iyLrj nks ijrksa esa] uhpsa dh 1%5 ¼1 lhesaV % 5 eksVh jsr½ ds lhesaV&iyLrj dh 12 feeh eksVh ijr ds Åij 1%6 ¼1 lhesaV % 6 eksVh jsr½ ds lhesaV&iyLrj dh 6 feeh eksVh ijr yxkdj rS;kj fd;k gqvk,oxZ eh,442-75,
13-12,18 feeh eksVk lhesaV&iyLrj nks ijrksa esa] uhps dh 1%5 ¼1 lhesaV % 5 eksVh jsr½ ds lhesaV&iyLrj dh 12 feeh eksVh ijr ds Åij 1%3 ¼1 lhesaV % 3 eksVh jsr½ ds lhesaV&iyLrj dh 6 feeh eksVh ijr yxkdj Liat ls [kqjnjk rS;kj fd;k gqvk,oxZ eh,461-85,
13-13,12 feeh eksVk lhesaV&iyLrj 1%2 ¼1 lhesaV % 2 iRFkjs dh Nkul½,oxZ eh,325-80,
13-14,"15 feeh eksVk lhesaV&iyLrj 1%2 ¼1 lhesaV % 2 iRFkj dh Nkul½ ,d bZaV ;k vk/kh bZaV dh nhokj dh [kqjnjh rjQ",oxZ eh,376-65,
13-15,20 feeh eksVk lhesaV&iyLrj 1%2 ¼1 lhesaV % 2 iRFkj dh Nkul½ 6 feeh eksVk lhesaV&iyLrj,oxZ eh,450-30,
13-16,6 feeh eksVk lhesaV&iyLrj Nrxhjh esa 13-16-1 1%3 ¼1 lhesaV % 3 eghu jsr½ ds feJ.k ls,oxZ eh,253-05,
13-17,"6 feeh eksVk lhesaV&iyLrj 1%3 ¼1 lhesaV % 3 eghu jsr½ [kkfyl lhesaV dh Åijh ?kqVkbZ] vkSj lw[kus ij xk<+h&pwuk&iqrkbZ lfgr] nhokjksa ds Åij izcfyr lhesaV&daØhV LyScksa vkSj /kjuksa ds p<+ko ds fy,",oxZ eh,334-20,
13-18,[kkfyl lhesaV dh ?kqVkbZ eksVk NjkZ&iyLrj,oxZ eh,67-80,
13-19,Hkwfery ls 10 ehVj dh Å¡pkbZ rd eksVk NjkZ&iyLrj] ftlesa fupyh ijr 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds 12 feeh eksVs lhesaV& iyLrj dh] Åijh ijr lhesaV ds vk;ru dk 10 izfr”kr ckjhd filk ty&cq>k pwuk feykdj 1%3 ¼1 lhesaV % 3 eghu jsr½ ds 10 feeh eksVs lhesaV&iyLrj dh gks] vkSj bu nksuksa ds ijrksa ds rkts iyLrj ij ckyw rFkk 6 feeh ls 10 feeh rd ukHkh; uki dh ctjh ;k nys iRFkj dk feJ.k Qsaddj fNM+dk x;k gks %,,,
,13-19-1 Lkk/kkj.k lhesaV dh laiwfrZ okyk,oxZ eh,752-40,
,ctjh Nki&iyLrj,,,
13-20,Hkwfery ls 10 ehVj dh Å¡pkbZ rd ctjh&Nki iyLrj] ftlesa fupyh ijr 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds 12 feeh eksVs lhesaV&iyLrj dh] Åijh ijr lhesaV ds vk;ru dk 10 izfr”kr ckjhd filk gqvk ty&cq>k pwuk feykdj 1%3 ¼1 lhesaV % 3 eghu jsr½ ds 10 feeh eksVs lhesaV&iyLrj dh gks] vkSj bu nksuksa ijrksa ds rkts iyLrj ij 6 feeh ls 12-5 feeh rd dh ukeh; uki dh /kqyh ctjh ;k nyk iRFkj QSad dj fNM+dk x;k gks,oxZ eh,705-90,
,bZV fpukbZ ij Vhidkjh,,,
13-31,bZV&fpukbZ ij 1%3 ¼1 lhesaV % 3 eghu jsr½ ds lhesaV&elkys ls Vhi djuk %,,,
,13-31-1 Hkjoka Vhi@ykbunkj Vhai@dVh ;k i[knkj Vhi,oxZ eh,214-40,
,13-31-2 mHkjh vkSj dVh Vhi,oxZ eh,349-35,
,bZaV&Vkby dh fpukbZ ij Vhidkjh,,,
13-32,bZaV&Vkby dh 1%3 ¼1 lhesaV % 3 eghu jsr½ ds lhesaV&pwuk&elkys ls Vhi djuk %,,,
,13-32-1 Hkjoka Vhi@ykbunkj Vhi@dVh ;k i[knkj Vhi,oxZ eh,292-05,
,iRFkj ds dke ij Vhidkjh,,,
13-33,iRFkj ds dke ij 1 % 3 ¼1 lhesaV % 3 eghu jsr½ ds lhesaV&elkys ls Vhi djuk,,,
,13-33-1 Hkjoka Vhi@ykbunkj Vhi,oxZ eh,319-35,
,13-33-2 mHkjh vkSj dVh Vhi,oxZ eh,580-25,
13-34,iRFkj ds dke ij 1%3 ¼1 lQsn lhesaV % 3 laxejej dh Nkul½ ds lQsn lhesaV&elkys ls mHkjh vkSj dVh Vhi djuk,oxZ eh,597-60,
13-35,iRFkj ds pkSdksa dh Nrxhjh ij 1%2 ¼1 lhesaV % 2 eghu jsr½ ds lhesaV&elkys ls Vhi djuk %,,,
,13-35-1 Hkjoka Vhi@ykbunkj Vhi,oxZ eh,177-85,
13-36,"vfrfjDr Hkqxrku] nhokjksa ij ckgj dh vksj Hkwfery ls 10 ehVj vf/kd ÅWpkbZ ij Vhi djus esa] izfr 3 ehVj ;k mlds Hkkx dh vfrfjDr Å¡pkbZ ds fy, Hkhrjh laiwfrZ",oxZ eh,7-60,
13-37,"pwus dh iqrkbZ djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-37-1 u, dke ij ¼rhu ;k vf/kd rgksa esa½",oxZ eh,32-45,
13-38,"nhokjksa ij lruk pwus dh ,d rg esa iqrkbZ",oxZ eh,13-10,
13-39,"jax&iqrkbZ] tSls gjs uhys ;k ikaMq jax dh rkfd ,dlkj vkHkk gks tk, %",,,
,"13-39-1 u, dke ij ¼nks ;k vf/kd rgksa esa½] pwus dh lQsnh dh ,d vk/kkj rg lfgr",oxZ eh,44-25,
,"13-39-2 u, dke ij ¼nks ;k vf/kd rgksa esa½] [kfM+;k&feV~Vh dh vk/kkj rg lfgr",oxZ eh,43-80,
13-40,gVk fn;k x;k gS,,,
13-41,"vuqeksfnr Nki vkSj fuekZrk ds rsyc) /kqykbZ&lg fMLVsaij ls fMLVSaij ls fMLVsaij djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-41-1 u, dke ij ¼nks ;k vf/kd rgksa esa½ lhesaV vLrj dh ,d ty fFkusoy vLrj.k & rg ds Åij vkSj mlds lfgr",oxZ eh,162-55,
13-42,"50 xzke @yh- ls de ohvkslh dUVsUV okys izFke xq.koRrk ds ,dzhfyd fMLVsEij &lg fMLVsaij ¼rS;kj ""kqnk½ ls] vuqeksfnr tks fofuekZrk ds fofunsZ""k ds vuq:i vkHkk o jax dk gksA",,,
,"13-42-1 u, dke ij nks ;k vf/kd rgksa esa",oxZ eh,92-75,
13-43,"vueksfnr Nki vkSj fuekZrk ds vLrj dh nhokj dh lrg ij ,d ty fFkusoy rg iksruk %",,,
,13-43-1 ty fFkusoy lhesaV&vLrj ls,oxZ eh,64-45,
,ckgjh laiwfrZ,,,
13-44,"vko”;d jax ds ty&jks/kh lhesaV jksxu ls nhokjksa dh laiwfrZ djuk rkfd ,dlkj vkHkk gks tk, % 13-44-1 u, dke ij ¼nks ;k vf/kd rgksa esa 3-84 fd-xzk-@10 oxZ eh dh nj ls½",oxZ eh,97-60,
13-45,"js”ksnkj ckgjh jksxu ls nhokjksa dh laiwfrZ djuk rkfd ,d lkj vkHkk gks tk, % 13-45-1 u, dke ij ¼3-28 yh-@10 oxZ- eh dh nj ls nks ;k vf/kd rg½ 2-20 fd-xzk-@10 oxZ-eh- dh nj ls okg; çkbZej ij çkbZej rg yxkukA",oxZ eh,245-00,
13-46,",Økbfyd fpdus ckgjh jksxu ls nhokjksa dh laiwfrZ djuk rkfd ,d&lkj vkHkk gks tk, %",,,
,"13-46-1 u, dke ij ¼1-67 yh-@10 oxZ- eh dh nj ls nks ;k vf/kd rg½ 2-20 fd-xzk-@10 oxZ-eh- dh nj ls okg; çkbZej ij çkbZej rg yxkukA",oxZ eh,166-85,
13-47,"flfydkWu ,fMfVOl ds lkFk fizfe;e ,Økbfyd fpdus jksxu ls nhokjksa dh laiwfrZ djuk rkfd ,d lkj vkHkk gks tk, %",,,
,"13-47-1 u, dke ij ¼1-43 yh-@10 oxZ- eh dh nj ls nks ;k vf/kd rg 2-20 fd-xzk-@10 oxZ-eh- dh nj ls ckgjh izkbej ij izkbfeax rg yxkuk",oxZ eh,162-35,
13-48,fofuekZrkvksa ds fofunsZ”kksa ds vuqlkj Hkhrjh rFkk ckgjh lrgksa ij izkbej dk iz;ksx djds fMyDl eYVh lrg jksxu iz.kkyh ls nhokjksa dh laiwfrZ djuk %,,,
,"13-48-1 1-25 yh-@10 oxZ- eh- dh nj ls nks ;k vf/kd rg vkSj 0-75 yh-@ 10 oxZ-eh- dh nj ls fo”ks’k izkbej dh ,d rg lfgr",oxZ eh,158-95,
,13-48-2 ydM+h ds dke ij fMyDl eYVh ljQsl isaV ls jksxu] 0-90 yh-@ 10 oxZ eh- dh nj ls Åij nks ;k vf/kd rg vkSj mlds uhps 0-75 yh-@10 oxZ-eh- dh nj ls vuqeksfnr Nki@fofuekZrk ds,oxZ eh,144-90,
,"13-48-3 bLikr dk;Z ij fMyDl eYVh ljQsl isaV ls jksxu djuk rkfd vkHkk ,d lkj gks tk,A 0-90 yh-@10 oxZ- eh- dh nj ls Åij nks ;k vf/kd rg vkSj mlds uhpsa] 0-80 yh-@10 oxZ-eh- dh nj ls vuqeksfnr Nki@fofuekZrk ds",oxZ eh,140-05,
"13-48 ,","Hkk-ek- 15489%2004 ds vuqlkj ;woh izfrjks/kd rFkk 50 xzke @ yh- ls de ohvkslh okys 100% izhfe;e ,dzhfyd beY""ku isUV ls nhokjksa dh fQfuf""kax] {kkj rFkk Qaxy izfrjks/kd] flfydkWu ;kstd lfgr visf{kr jaxks (daiuh fMiksa jax okyk) dk /kwy izfrjks/kd ckgjh isaV A",,,
,"13-48 ,-1 u;k dk;Z (1-43 yh- @10 oxZ eh- ij ykxw nks vFkok vf/kd dksV 0-90 yh-@10 oxZ eh- ij ykxw ckgjh izkbej ds mij rFkk lg izkbfeax dksV",oxZ eh,154-45,
13-50,vLrj.k&rg yxkuk %,,,
,13-50-1 ydM+h ds dke ij ¼l[r vkSj uje ydM+h½ vuqeksfnr Nki vkSj fuekZrk ds iwoZ&fefJr xqykch ;k /kwljs jax ds vLrj ls,oxZ eh,61-45,
,"13-50-2 jkynkj ydM+h vkSj ijrh ydM+h ij vuqeksfnr Nki vkSj fuekZrk ds iwoZ&fefJr ,Y;wfefu;e vLrj ls",oxZ eh,62-95,
mi ”kh’kZ,262 % 13-0 laiwfrZ,,,
13-58,"vfXu jks/kh lrg rS;kj djus ds fy, fofuekZrk dh vuq”kalkvksa ds vuq:i vk/kkj lrg dh rS;kjh lfgr lkQ dh xbZ ydM+h@IykbZ dh lrg ij 3-5 oxZ ehVj@izfr yhVj izfr rg ds fglkc ls fcuk iryk fd, gq, vfXu jks/kh jksxu nks dksV ¼rg½ djuk rFkk O;oLFkk djuk",oxZ eh,285-80,
13-59,"u, dke ij 0-16 vkSj 0-12 yhVj izfr oxZ ehVj ds fglkc ls Øe”k% igyh vkSj nwljh rg esa yxkrs gq, nks rgksa esa dksyrkj iksruk",oxZ eh,55-55,
13-60,"vuqeksfnr Nki vkSj fuekZrk ds uE; ik;l jksxu ls nhokjksa ij djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-60-1 u, dke ij] nks ;k vf/kd rgksa esa",oxZ eh,137-85,
13-61,"vuqeksfnr Nki vkSj fuekZrk ds fluFkSfVd ,usey jksxu djuk] rkfd ,dlkj vkHkk gks tk, %",,,
,"13-61-1 u, dke ij] nks ;k vf/kd rgksa esa",oxZ eh,131-45,
13-62,"vuqeksfnr Nki vkSj fuekZrk ds laf”ky’V ,usey jksxu ls jksxu djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-62-1 u, dke vuqeksfnr Nki vkSj fuekZrk ds mi;qDr jax ds rg ds Åij nks ;k vf/kd rgksa esa lk/kkj.k jksxu djuk",oxZ eh,191-40,
13-63,"vuqeksfnr Nki vkSj fuekZrk ds ,sY;qfefu;e jksxu ls jksxu djuk] rkfd ,dlkj vkHkk gks tk, %",,,
,"13-63-1 u, dke ij] nks ;k vf/kd rgksa esa",oxZ eh,121-45,
13-64,"vuqeksfnr Nki vkSj fuekZrk ds vEylg jksxu ls jksxu djuk] rkfd ,dlkj vkHkk gks tk, %",,,
,"13-64-1 u, dke ij] nks ;k vf/kd rgksa esa",oxZ eh,139-25,
13-65,"vuqeksfnr Nki vkSj fuekZrk ds dkys la{kj.k&jks/kh fcVwesuh jksxu djuk] rkfd ,dlkj vkHkk gks tk, %",,,
,"13-65-1 Uk, dke ij] nks ;k vf/kd rgksa esa",oxZ eh,115-10,
13-66,gVk fn;k x;k gS,,,
,13-66-1 gVk fn;k x;k gS,,,
13-67,vuqeksfnr Nki vkSj fuekZrk dh okfuZ”k ls okfuZ”k djuk %,,,
,"13-67-1 dksiy okfuZ”k ls] vLrj&okfuZ”k ds ,d vLrj.k&rg lfgr nks ;k vf/kd rgksa esa ljsl yxkdj okfuZ”k djuk",oxZ eh,197-40,
,"13-67-2 Likj&okfuZ”k ls] vLrj&okfuZ”k ds ,d vLrj.k&rg lfgr ljsl yxkdj] nks ;k vf/kd rgksa esa",oxZ eh,198-20,
13-68,Ýsap fLifjV ikfy”k djuk,,,
,"13-68-1 u, dke ij] nks ;k vf/kd rgksa esa] dk’B&iwjd dh ,d rg lfgr",oxZ eh,368-30,
13-69,vuqeksfnr Nki vkSj fuekZrk dh cuh cukbZ ekse ikfy”k ls ydM+h ds dke ij ikfy”k djuk,,,
,"13-69-1 u, dke ij",oxZ eh,164-15,
13-70,fpukbZ ;k daØhV ds Q”kksZa ij vuqeksfnr Nki vkSj fuekZrk dh ekse&ikfy”k ls Q”kZ&ikfy”k djuk,oxZ eh,79-60,
13-71,vuqeksfnr Nki vkSj fuekZrk ds CySd&tkiku jksxu ls v{kjksa dh fy[kkbZ,izfr v{kj izfr lseh Å¡pkbZ,5-05,
13-72,"ry ls 10 eh- rd dh Å¡pkbZ dh ckgjh nhokjksa ij /kqyh gqbZ iRFkj ctjh dk iyLrj nks ijrksa esa djuk] fupyh ijr 12 feeh lhesaV iyLrj 1%4 ¼1 lhesaV % 4 eksVk ckyw½ ds vuqikr ls gksxh] fupyh ijr ij [kjksap vkStkj ls yhd cukrs gq, fupyh ijr ij lhesaV dk iryk ?kksy nks fd-xzk- lhesaV izfr oxZ eh-] Åijh ijr 15 feeh lhesaV iyLrj 1%1@2%2 ¼1 lhesaV % 1@2 eksVk ckyw % 2 iRFkj ds VqdM+sa 10 feeh ukeh; vkdkj ds½ fnYyksa ds bnZ fxnZ ukfy;ka lfgr vuqeksfnr uewus ds vuqlkj Åijh ijr dh jxM+kbZ vkSj cz”kksa ls lkQ ikuh ls /kqykbZ lfgr iRFkj ds VqdMksa dks iw.kZr;k [kqyk NksM+rs gq, izHkkjh bath] ds fofunsZ”kksa vkSj funZ”kksa ds vuqlkj gksxhA ¼ukfy;ksa dh O;oLFkk ds fy, vnk;xh vyx ls dh tk,xh½",oxZ eh,985-45,
13-73,"/kqys iRFkjksa dh ctjh Åijh ijr ij ,d tSls vkdkj dh] ydM+h ds cRrs iz;ksx djrs gq, ukfy;ka cukuk] vuqeksfnr uewus ds vuqlkj fupyh rg ij dhysa yxkuk] ydMh ds cRrksa dks gVkuk “kkfey djrs gq, fnYgksa ds fdukjksa dh ejEer rFkk ukfy;ksa dh iw.kZ laiwfrZ djuk izHkkjh bath] ds fofunsZ”kksa vkSj funsZ”kksa ds vuqlkj gksxkA",,,
,13-73-1 15 feeh pkSM+h rFkk 15 feeh xgjh ukyh,ehVj,62-50,
,13-73-2 20 feeh pkSM+h rFkk 15 feeh xgjh ukyh,ehVj,63-10,
13-74,"ckgjh nhojksa dh Hkwfery ls 10 eh ls vf/kd dh ÅapkbZ rd /kqyh gqbZ iRFkj ctjh dk iyLrj izR;sd 3 eh mlds dqN va”k rd vf/kd ÅapkbZ ds fy, vfrfjDr",oxZ eh,140-85,
13-75,"nks ijrksa esa /kqyh gqbZ iRFkj ctjh dk iyLrj xksykdkj dk;Z ij v/kZ O;kl esa 6 eh ls vf/kd u gks ds fy, vfrfjDr ¼nks rgksa esa½",oxZ eh,110-85,
13-76,"vuqeksfnr uewus ds vuqlkj ydM+h ds cRrs iz;ksx djrs gq, iyLrj dh gqbZ lrg ij ,d tSls vkdkj dh 12 x 12 feeh ,oa 25 x 15 feeh rd dh ukfy;ka cukuk] fupyh rg ij dhysa yxkuk ydM+h ds cRrksa dks gVkuk “kkfey djrs gq, fnYgksa ds fdukjksa dh ejEer rFkk ukfy;ksa dh iw.kZ laiwfrZ izHkkjh bathfu;j ds fofunsZ”kksa vkSj funsZ”k ds vuq:i",ehVj,88-70,
13-77,"vfrfjDr Hkqxrku] /kqyh gqbZ ctjh dk iyLrj nks ijrksa esa djuk Åijh ijr esa lk/kkj.k lhesaV ds ctk, lQsn lhesaV yxkbZ tk,",oxZ eh,82-95,
13-78,"lHkh Q”kksaZ vkSj LFkyksa ds vuko‘Ÿk bZaV dk;Z@CykWd@vkj-lh-lh- ds fpukbZ dk;Z vkSj ÅcM+ [kkcM+ i‘’BHkwfe ij Hkk-ek- 2547 ¼Hkkx d vkSj [k½ 1976 ds vuqdwy ozehD;wykbV@ijykbV tSls gYds Hkkj ds feykos vkSj ;kstd ;qDr iwoZfefJr ,oa fufeZr ftIle ds gYds Hkkj dk 12 feeh ¼vkSlr½ eksVkbZ dk iyLrj yxkuk vkSj",,,
,O;oLFkk djukA e‘l.k js[kk vkSj ysoy bR;fn lfgr laiw.kZA,oxZ eh,363-45,
13-79,"izHkkjh vfHk;ark ds funsz""kkuqlkj lhesaV elkys esa 50 fØxzk- lhesaV ds fy, 125 xzke ds flaFksfVd ikfy,LVj f=Hkqtkdkj rarq dk iz;ksx djrs gq, lhesaV ds iyLrj@ elkys esa 6 feeh yackbZ] 10&40 ekbØkWu ds izHkkoh O;kl vkSj 1-34 ls 1-40 ds fof""k'B xq:Ro ds flaFksfVd ikfy,LVj f=Hkqtkdkj dks yxkus ds fy, vfrfjDr",50 fdxzk ds lhesaV dk izfr cksjh,68-55,
13-80,"vuqeksfnr Nki vkSj fuekZrk ds 1 feeh- vkSlr eksVkbZ ds lQsn lhesaV vk/kkfjr iqêh dks IyLrj dh xbZ nhokj dh lrg ij yxkuk rkfd ,d lkj vkHkk rS;kj gks tk, vkSj vklkuh ls iw.kZ gks tk,A",oxZ eh-,123-85,
13-81,"vuqeksfnr Nki vkSj fuekZrk ds izFke xq.krk okys ,dzhfyd ftlesa 50 xzk-@yhVj ls de Hkkx dk oh-vks-lh- ¼oksykVkbZy vkWjxSfud dEikÅUM½ gks ls fMLVsaij djuk ftlesa tgk¡ visf{kr gks vfrfjDr rgksa dks yxkuk rkfd ,dlkj vkHkk vkSj jax gks tk,A",,,
,"13-81-1 ,d rg esa",oxZ eh-,54-75,
,13-81-2 nks rgksa esa,oxZ eh-,90-05,
13-82,"vuqeksfnr Nki vkSj fuekZrk ds ,dzhfyd ik;l jksxu dks ftlesa 50 xzk-@yhVj ls de Hkkx dk oh-vks-lh- ¼oksykVkbZy vkWjxSfud dEikÅUM½ gks ls nhokjksa dks jksxu djuk] ftlesa tgk¡ visf{kr gks vfrfjDr rgksa dks yxkuk rkfd ,dlkj vkHkk vkSj jax gks tk,A",,,
,"13-82-1 ,d rg esa",oxZ eh-,78-00,
,13-82-2 nks rgksa esa,oxZ eh-,116-05,
13-83,"vuqeksfnr Nki vkSj fuekZrk ds baVhfj;j xzsM ds izhfe;e ,dzhfyd jksxu dks ftlesa 50 xzk-@yhVj ls de Hkkx dk oh-vks-lh- ¼oksykVkbZy vkWjxSfud dEikÅUM½ gks ls nhokjksa dks jksxu djuk] ftlesa tgk¡ visf{kr gks vfrfjDr rgksa dks yxkuk rkfd ,dlkj vkHkk vkSj jax gks tk,A",,,
,"13-83-1 ,d rg esa",oxZ eh-,80-25,
,13-83-2 nks rgksa esa,oxZ eh-,121-55,
13-84,gVk;k x;k,,,
,13-84-1 gVk;k x;k,,,
,13-84-2 gVk;k x;k,,,
13-85,vuqeksfnr Nki vkSj fuekZrk ds vLrj dks yxkuk ftlesa oh-vks-lh- ¼oksykVkbZy vkWjxSfud dEikÅUM½ dk fgLlk de gksA,,,
,13-85-1 ydM+h ds dke ij l[r vkSj uje ydM+h ds iwoZ&fefJr xqykch ;k nwljs jax ls ftlesa oh-vks-lh- dk fgLlk 150 xzk-@yhVj ls de gksA 13-85-2 gVk;k x;k,oxZ eh-,61-45,
,13-85-3 nhokj dh lrg ij ty fFkuscy lhesaV vLrj yxkuk tks ikuh ls iryk fd;k tk lds ftlesa oh-vks-lh- dk fgLlk 50 xzk-@yhVj ls,,,
,de gksA,oxZ eh-,64-45,
13-86,6 fe-eh- IykLVj tks fd izcfyr lhesUV dadzhV vFkok lhesUV dadzhV ij lQsn lhesUV vk/kkfjr iksyhej la”kksf/kr Lor% rjkbZ gks tkusokys elkys ds lkFk djuk],,,
,;g izHkkjh vfHk;Urk ds funs”kkuqlkj vuqeksfnr gksxkA,oxZ eh-,217-50,
13-87,"pwus dh iqrkbZ djuk rkfd ,dlkj vkHkk gks tk,",,,
,13-87-1 iqjkus dke ij ¼nks ;k vf/kd rgksa esa½,oxZ ehVj,19-00,
,"13-87-2 iqjkus dke ij ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,11-60,
13-88,[kqjpdj lQsnh ;k jax iqrkbZ fudkyuk jsxeky djuk vkSj lrg dks fpduh rS;kj,,,
13-89,djuk] [kjkspksa vkfn dh vko”;d ejEer lfgr] laiw.kZ % gVk fn;k x;k gS,oxZ ehVj,16-35,
13-90,"vuqeksfnr czk.M of ueZkrk ds 50 xzke @yh- ls de ohvkslh dUVsUV okys izFke xq.koRrk ds ,Øhfyd fMLVsEij rS;kj “kqnk&lg fMLVsEij rFkk le jax nsus ds fy, fuekZ.k A",,,
,"13-90-1 iqjkus dke ij ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,56-80,
13-91,[kqjpdj lw[kk ;k rsyc) fMLVsaij ty lg lhesaV isaV rFkk mlds l–”; phtsa fudkyuk] jsxeky djuk vkSj lrg dks fpduh rS;kj djuk] [kjkspksa vkfn dh vko”;d ejEer lfgr] laiw.kZ %,oxZ ehVj,20-85,
13-92,"vuqeksfnr Nki vkSj fuekZrk ds flaFksfVd busesy jksxu ls tLrh pknjksa ij jksxu djuk rkfd ,dlkj vkHkk gks tk, %",,,
,"13-92-1 iqjkus dke ij ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,77.20,
13-93,"u, dke esa cjlkrh ikuh ds uyksa] ey & uyksa] /kksou & uyksa vkSj gok & uyksa rFkk mudh tqMukjksa ij iwoZ & fefJr ftad ØksesV ihr vLrj dh vLrj.k & rg ds Åij vuqeksfnr Nki vkSj fuekZrk ds dkys la{kkj.k jks/kh fcVwesuh jksxu ls ¼nks ;k vf/kd rgksa esa½ jksxu djuk %",,,
,13-93-1 75 feeh O;kl ds uy,ehVj,47.35,
13-94,"iqjkus dke esa cjlkrh ikuh ds uyksa] ey & uyksa] /kksou & uyksa vkSj gok & uyksa rFkk mudh tqMukjksa ij vuqeksfnr Nki vkSj fuekZrk ds dkys la{kkj.k & jks/kh fcVwesuh jksxu ls ¼,d ;k vf/kd rgksa esa½ jksxu djuk %",,,
,13-94-1 75 feeh O;kl ds uy,ehVj,22.25,
,13-94-2 100 feeh O;kl ds uy,ehVj,29.40,
,13-94-3 150 feeh O;kl ds uy,ehVj,42.35,
13-95,"u, dke esa cjlkrh ikuh ds uyksa] ey & uyksa] /kksou & uyksa vkSj gok & uyksa rFkk mudh tqMukjksa ij iwoZ & fefJr ftad ØksesV ihr vLrj dh vLrj & rg ds Åij vuqeksfnr Nki vkSj fuekZrk ds ,Y;wfefu;e jksxu ls ¼nks ;k vf/kd rgksa esa½ jksxu djuk %",,,
,13-95-1 75 feeh O;kl ds uy,ehVj,48.95,
,13-95-2 100 feeh O;kl ds uy,ehVj,67.70,
,13-95-3 150 feeh O;kl ds uy,ehVj,100.85,
13-96,"iqjkus dke esa cjlkrh ikuh ds uyksa] ey & uyksa] /kksou & uyksa vkSj gok & uyksa rFkk mudh tqMukjksa ij vuqeksfnr Nki vkSj fuekZrk ds la”kfy’V busey jksxu ls ¼,d ;k vf/kd rgksa esa½ jksxu djuk %",,,
,13-96-1 75 feeh O;kl ds uy,ehVj,23.50,
,13-96-2 100 feeh O;kl ds uy,ehVj,30.20,
,13-96-3 150 feeh O;kl ds uy,ehVj,43.45,
13-97,vuqeksfnr Nki vkSj fuekZrk ds rsy tSls dk’B & ifjj{kh ls jksxu djuk,,,
,"13-97-1 iqjkus dke ij] ¼,d ;k vf/kd rgksa esa½",oxZ ehVj,35.80,
