Item No.,Description,Unit,Rate,
11.41,"Providing and laying vitrified floor tiles in different sizes (thickness to be specified by the manufacturer) with water absorption less than 0.08% and conforming to IS: 15622, of approved make, in all colours and shades, laid on 20mm thick cement mortar 1:4 (1 cement : 4 coarse sand), jointing with grey cement slurry @ 3.3 kg/ sqm including grouting the joints with white cement and matching pigments etc., complete.",,,
,11.41.1 Size of Tile 500x500 mm,sqm,1334.35,
,11.41.2 Size of Tile 600x600 mm,sqm,1416.65,
,11.41.3 Size of Tile 800x800 mm,sqm,1879.95,
,11.41.4 Size of Tile 1000x1000 mm,sqm,2551.95,
11.49,"Providing and laying Vitrified tiles in floor with different sizes (thickness to be specified by the manufacturer), with water absorption less than 0.08% and conforming to IS:15622, of approved brand & manufacturer, in all colours and shade, laid with cement based high polymer modified quick set tile adhesive (water based) conforming to IS : 15477, in average 6 mm thickness, including grouting of joints (Payment for grouting of joints to be made separately).",,,
,11.49.1 Size of Tile 500x500 mm,sqm,1455.10,
,11.49.2 Size of Tile 600x600 mm,sqm,1537.40,
,11.49.3 Size of Tile 800x800 mm,sqm,2003.65,
,11.49.4 Size of Tile 1000x1000 mm,sqm,2675.65,
11.50,Deduct for not grouting the joints with white cement and matching pigment in the items of fixing of vitrified tiles.,sqm,11.70,
11.51,"Providing and laying machine cut, mirror polished, Italian Marble stone flooring laid in required pattern in linear portion of the building all complete as per architectural drawings, with 18 mm thick stone slab laid over 20 mm (average) thick base of cement mortar 1:4 (1 cement : 4 coarse sand) laid and jointed with white cement slurry @ 4.4 kg/sqm including pointing with white cement slurry admixed with pigment to match the marble shade including rubbing, curing and polishing etc. all complete as specified and as directed by the Engineer-in-Charge.",,,
,"11.51.1 18 mm thick Italian Marble stone slab, Perlato, Rosso verona, Fire Red or Dark Emperadore etc.",sqm,6095.50,
11.52,"Providing and laying machine cut, mirror polished Marble stone flooring, in required design (Simple geometrical, abstract etc.) and in patterns in combination with Italian marble stones of different colours, shades and finished surface texture etc., in linear portions of the building, all complete as per the architectural drawings, with 18 mm thick stone slab laid over 20 mm (average) thick base of cement mortar 1:4 (1 cement : 4 coarse sand) laid and jointed with white cement slurry @ 4.4 kg/sqm, including pointing with white cement slurry admixed with pigment to match the marble shade, including rubbing, curing and polishing etc. all complete as specified and as directed by the Engineer-in-Charge.",,,
,"11.52.1 18 mm thick Italian Marble stone slab, Perlato, Rosso verona, Fire Red or Dark Emperadore etc.",sqm,6389.40,
11.53,"Providing and fixing Glass mossaic tiles on finished plain wall surface of size 20 mm x 20 mm x 4 mm in all colour, design , fixing in customize design as per direction of Engineer-in- Charge. The glass mosaic tiles to be fixed on the wall surface with the help of approved adhesive applied at the rate of 2.5 kg per sqm and grouting of the same. The rate is inclusive of all operation, material and required pattern approved by Engineer-in-Charge:",sqm,3282.50,
11.55,"Providing and laying flamed finish Granite stone flooring in required design and patterns, in linear as well as curvilinear portions of the building all complete as per the architectural drawings with 18 mm thick stone slab over 20 mm (average) thick base of cement mortar 1:4 (1 cement : 4 coarse sand) laid and jointed with cement slurry and pointing with white cement slurry admixed with pigment of matching shade including rubbing, curing and polishing etc. all complete as specified and as directed by the Engineer-in-Charge :",,,
,"11.55.1 Flamed finish granite stone slab Jet Black, Cherry Red, Elite Brown, Cat Eye or equivalent.",sqm,2589.90,
11.56,"Providing and laying Polished Granite stone flooring in required design and patterns, in linear as well as curvilinear portions of the building all complete as per the architectural drawings with 18 mm thick stone slab over 20 mm (average) thick base of cement mortar 1:4 (1 cement : 4 coarse sand) laid and jointed with cement slurry and pointing with white cement slurry admixed with pigment of matching shade including rubbing, curing and polishing etc. all complete as specified and as directed by the Engineer-in-Charge.",,,
,"11.56.1 Polished Granite stone slab colour of Black, Cherry/Ruby Red or equivalent",sqm,3908.80,
,"11.56.2 Polished Granite stone slab of all colour and texture except Black, Cherry/Ruby Red",sqm,2677.90,
11-1,7-5 oxZ uke dh bZVksa ls 12 feeh- lheasV elkys dh rg ij [kMatk bZV dk Q”kZ cukuk] mlh elkys ls tksM+ksa dks Hkjus ds dke lfgr ¼dkWeu cUVZ Dys ukWu& ekWM;qyj bZVksa lfgr½A,,,
,11-1-1 1%4 ¼1 lhesaV % 4 eksVh jsr ½,oxZ eh-,937-00,
,11-1-2 1%6 ¼1 lhesaV % 6 eksVh jsr ½,oxZ eh-,898-20,
11-2,laf/k;ksa es yksdy jsr Hkjdj 7-5 oxZ uke dh bZVksa ls xkjs dh 12 feeh eksVh rg ij lw[kh bZVks dk okfNar izfr#i es Q”kZ cukuk] dkWeu cUVZ Dys ukWu&ekWM;qyj bZVksa lfgrA,oxZ eh-,733-30,
11-3,lhesaV & dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk vuqikfrr feykok½ dk Q”kZ cukuk] [kkfyl lhesaV dh ?kqVkbZ vkSj lhesaV ds irys xkjs dh laiwfrZ lfgr] fdukjksa fdUrq iSfM+;ksa vkfn dks vkxs ls xksy djus dh ykxr dks NksM+dj] lai.kZ,,,
,w 11-3-1 40 feeh eksVk] 20 feeh ukHkh; eki okys iRFkj ds feykos ls,oxZ eh-,545-00,
11-4,dadzhV n‘<h+dkj;qDr lhesaV & dadhzV dk 52 feeh Q”kZ cukuk ftlesa uhps dh 40 feeh eksVh ijr lhesaV & dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk 20 feeh ukHkh; ukiokyk vuqikfrr feykok½ dh gks vkSj Åij dh 12 feeh gkbZdksV dadzhV n‘<hdkjd dh eksVh ijr vk;ru ls 1%2 vuqikr ¼1 lhesaV n‘<h dkjd feJ.k % 2 iRFkj dk 6 feeh ukHkh; ukiokyk feykok½ dh otu ls gkMZdzhV n‘<hdkjd izfr 50 fdxzk lhesaV ij 2 yhVj gkMZdzhV dh nj ls feyk;k tkrk gS ;k fofuekZrk ds fofuns”kkuqlkj A laiwfrZ lfgr lhesaV ds irys xkjs] fdUrq iSfM+;ksa ds vxys Hkkx dks xksy djus dh ykxr dks NksaMdj] laiw.kZ,oxZ eh-,855-90,
11-5,dadzhV n‘<h+dkj;qDr lhesaV & dadhzV dk 62 feeh Q”kZ cukuk ftlesa uhps dh 50 feeh eksVh ijr lhesaV & dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk 20 feeh ukHkh; ukiokyk vuqikfrr feykok½ dh gks vkSj Åij dh 12 feeh gkbZdksV dadzhV n‘<hdkjd dh eksVh ijr vk;ru ls 1%2 vuqikr ¼1 lhesaV n‘<h dkjd feJ.k % 2 iRFkj dk 6 feeh ukih; uki okyk feykok½ dh otu ls gkMZdzhV n‘<hdkjd tks izfr 50 fdxzk lhesaV ij 2 fyVj gkMZdzhV dh nj ls feyk;k tkrk gS laiwfrZ lfgr] lhesaV ds irys xkjs] fdUrq iSfM+;ksa ds vxys Hkkx dks xksy djus dh ykxr dks NksM+dj] laiw.kZ ;k tSlk fd fofuekZrk funsZ”k ns,oxZ eh-,928-65,
11-6,lhesaV & iyLrj dh fdukjh ¼30 lsaeh rd Å¡ph½ cukuk] 1%3 ¼1 lhesaV % 3 eksVh jsr½ ds lhesaV & elkys dh [kkfyl lhesaV dh ?kqVkbZ okyh laiwfrZ vkSj lhesaV ds irys xkjs lfgr],,,
,11-6-1 18 feehseksVh,oxZ eh-,570-75,
11-7,lhesaV &dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk 20 feeh ukHkh; ukiokyk vuqikfrr feykok½ dh Q”kZ cUnh] liwfrZ] laiw.kZ,?ku eh-,7958-65,
11-8,"vfrfjDr Hkqxrku] lhesaV & dadzhV ds Q”kksZ] lhf<;ksa] pkSfd;ksa Q”kZcUnh] vkfn ij vuqeksfnr uewus ds pkj[kkus cukus ds fy, Vjktksa Q”kZ",oxZ eh-,69-30,
11-9,f?kldj vkSj ikfy”k djds nkusnkj rS;kj okyk] 40 feeh eksVk laxejej ds nkuksa dk Q”kZ cukuk] ftldh uhps dh 34 feeh eksVh ijr lhesaV & dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk 12-5 feeh ukHkh; ukiokyk vuqikfrr feykok½ dh gks vkSj Åij dh 6 feeh eksVh ijr 1 feeh ls 4 fe-eh- rd ukHkh; ukiokys lQsn],,,
,dkys] pkdysV] /kwlj ihys ;k gjs laxejej ds nkus] lhesaV & laxejej & pw.kZ ds otu ls 3%1 ¼3 lhesaV % 1 laxejej pw.kZ½ vuqikr ds feJ.k es vk;ru ls 4%7 ¼ 4 lhesaV laxejej pw.kZ feJ.k % 7 laxejej ds nkus½ vuqikr esa feyk dj Mkyh,,,
,xbZ gks] lhesaV ds irys xkjs vkfn lfgr] laiw.kZ %,,,
,11-9-1 xgjs jax dk jatd feykdj lk/kkj.k lhesaV ls,oxZ eh-,917-50,
,11-9-2 gYds jax dk jatd feykdj lQsn lhesaV ls,oxZ eh-,947-30,
,11-9-3 njE;kuh jax dk jatd feykdj yxHkx 50 izfr”kr lQsn lhesaV vkSj,,,
,50 izfr”kr lk/kkj.k lhesaV,oxZ eh-,929-00,
,"11-9-4 fcuk dksbZ jatd feyk, lQsn lhesaV ls",oxZ eh-,925-75,
,11-9-5 gYds jax dk jatd feykdj lk/kkj.k lhesaV ls,oxZ eh-,913-70,
,"11-9-6 fcuk dksbZ jatd feyk, lk/kkj.k lhesaV ls",oxZ eh-,889-85,
11-10,f?kldj vkSj ikfy”k djds nkusnkj rS;kjh okyk 40 feeh eksVk laxejej ds nkuksa dk Q”kZ cukuk] ftldh uhps dh 31 feeh eksVh ijr lhesV & dadzhV 1%2%4 ¼1 lhesaV,,,
,% 2 eksVh jsr % 4 iRFkj dk 12-5 feeh ukeh; ukiokyk vuqikfrr feykok½ dh gks] vkSj Åij dh 9 feeh eksVh ijr 4 feeh ls 7 feeh ukeh; ukiokys lQsn dkys] pkdysV] /kwlj ihys ;k gjs laxejej ds nkus lhesaV & laxejej & pw.kZ ds otu,,,
,ls 3%1 ¼3 lhesaV % 1 laxejej pw.kZ½ vuqikr ds feJ.k es vk;ru ls 4%7 ¼4 lhesaV & laxejej & pw.kZ feJ.k % 7 laxejej ds nkus½ vuqikr es feykdj Mkyh xbZ gks] lhesaV ds irys xkjs vkfn lfgr] laiw.kZ,,,
,11-10-1 xgjs jax dk jatd feykdj lk/kkj.k lhesaV ls,oxZ eh-,909-45,
,11-10-2 gYds jax dk jatd feykdj lQsn lhesaV ls,oxZ eh-,952-00,
,11-10-3 njE;kuh jax dk jatd feykdj yxHkx 50 izfr”kr lQsn lhesaV vkSj 50 izfr”kr lk/kkj.k lhesaV ls,oxZ eh-,925-85,
,"11-10-4 fcuk dksbZ jatd feyk, lQsn lhesaV ls",oxZ eh-,917-90,
,11-10-5 gYds jax dk jatd feykdj lk/kkj.k lhesaV ls,oxZ eh-,904-05,
,"11-10-6 fcuk dksbZ jatd feyk, lk/kkj.k lhesaV ls",oxZ eh-,869-95,
11-11,f?kldj vkSj ikfy”k djds nkusnkj rS;kjh okyk 40 feeh eksVk laxejej ds nkuksa dk Q”kZ cukuk] ftlds uhps dh 28 feeh eksVh ijr lhesV & dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk 12-5 feeh ukeh; ukiokyk vuqikfrr feykok½ dh gksa] vksj Åij dh 12 feeh eksVh ijr 7 feeh ls 10 feeh ukeh; ukiokys lQsn] dkys,,,
,pkdysV] /kwlj] ihys ;k gjs laxejej ds nkus lhesaV & laxejej & pw.kZ ds otu,,,
,ls 3%1 ¼3 lhesaV & laxejej & pw.kZ feJ.k % laxejej ds nkusa½ ds feJ.k es vk;ru,,,
,ls 2%3 ¼2 lhesaV&laxejej&pw.kZ feJ.k % 3 laxejej ds nkus& vuqikr es feykdj,,,
,Mkyh xbZ gks] lhesaV ds irys xkjs vkfn lfgr] laiw.kZ,,,
,11-11-1 xgjs jax dk jatd feykdj lk/kkj.k lhesaV ls,oxZ eh-,942-45,
,11-11-2 gYds jax dk jatd feykdj lQsn lhesaV ls,oxZ eh-,1002-05,
,11-11-3 njE;kuh jax dk jatd feykdj yxHkx 50 izfr”kr lQsn lhesaV vkSj,,,
,50 izfr”kr lk/kkj.k lhesaV ls,oxZ eh-,965-45,
,"11-11-4 fcuk dksbZ jatd feyk, lQsn lhesaV ls",oxZ eh-,954-75,
,11-11-5 gYds jax dk jatd feykdj lk/kkj.k lhesaV ls,oxZ eh-,934-85,
,"11-11-6 fcuk dksbZ jatd feyk, lk/kkj.k lhesaV ls",oxZ eh-,887-55,
11-12,f?kldj vkSj ikfy”k djds nkusnkj rS;kjh okyh laxejej ds nkuksa dh fdukjh ¼30 lseh rd Å¡ph½ cukuk] ftldh Åij dh 6 feeh eksVh ijr U;wure uki ls ysdj 4 feeh ukHkh; uki rd ds lQsn] dkys] pkdysV] /kwlj] ihys ;k gjs laxejej ds nkus lhesaV laxejej & pw.kZ ds otu ls 3%1 ¼3 lhesaV % 1 laxejej pw.kZ½ vuqikr ds feJ.k es vk;ru ls 4%7 ¼4 lhesaV & laxejej pw.kZ % 7 laxejej ds nkus½ vuqikr es feykdj Mkyh xbZ gks] 11-12-1 18 feeh eksVh ftldh uhps dh ijr 1%3 ¼1 lhesaV % 3 eksVh jsr½ ds lhesaV iyLrj dh 12 feeh eksVh gks&,,,
,11-12-1-1 xgjs jax dk jatd feykdj lk/kkj.k lhesaV ls,oxZ eh-,1563-70,
,11-12-1-2 gYds jax dk jatd feykdj lQsn lhesaV ls,oxZ eh-,1593-50,
,11-12-1-3 njE;kuh jax dk jatd feykdj 50 izfr”kr lhesaV 50,,,
,izfr”kr Lkk/kkj.k lhesaV ls,oxZ eh-,1575-20,
,"11-12-1-4 fcuk dksbZ jatd feyk, lQsn lhesaV ls",oxZ eh-,1569-65,
,11-12-1-5 gYds jax dk jatd feykdj lhesaV lk/kkj.k lhesaV ls,oxZ eh-,1559-90,
,"11-12-1-6 fcuk dksbZ jatd feyk, lk/kkj.k lhesaV ls",oxZ eh-,1536-05,
11-13,"lhesaV & dadzhV Vjktksa Q”kZ dh laf/k;ksa esa dkap dh iRrh dh O;oLFkk djus vkSj yxkus ds fy, %",,,
,11-13-1 40 feeh pkSMh+ 4 feeh eksVh,ehVj,79-50,
11-14,"vfrfjDr Hkqxrku] Vjktksa Q”kZ] thuksa ds 30 lseh ls vuf/kd pkSMs+ iVksa es Mkyus ds fy,] lkapk vkSj xksy djus vkfn dh ykxr lfgr",oxZ eh-,80-45,
11-15,"f?kldj vkSj ikfy”k djds dzsth laxejej iRFkj dk Q”kZ cukuk lhesaV & laxejej nkuksa ds otu ls feJ.k 3%1 ¼3 Hkkx lQsn lhesaV % 1 Hkkx laxejej & pw.kZ½ dks vk;ru ls 4%7 ¼4 lhesaV & laxejej pw.kZ & feJ.k % 7 lQsn] dkys ;k] lQsn vkSj dkys laxejej ds ,d feeh rd ukeh; uki ds nkus½ ds vuqikr esa feykdj laf/ k;ksa es gYds jaxr ds jatd ls Hkjuk vkSj uhps dh 25 feeh eksVh ijr lhesaV & dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk 12-5 feeh ukeh; ukiokyk vuqikfrr feykok½ dh gks] lhesaV ds irys xkjs vkfn lfgr] laiw.kZ %",,,
,11-15-1 18 feeh eksVk dzSth laxejej lQsn] dkyk ;k tSlk fufnZ’V gks,oxZ eh-,1461-65,
,Vkby dk Q”kZ cukuk,,,
11-16,"iwoZ & fufeZr Vjktksa Vkbysa 22 feeh eksVh] ftuesa esa 12 feeh rd dh ukiksa ds xzsfMM laxejej ds nkus gksa] Q”kksZ vkSj pkSfd;ksa ij yxkbZ gqbZ vkSj Vkbyksa ds jax ls jax feykus ds fy, jatd Mkydj [kkfyl lhesaV ds irys xkjs ls tksMh+ gqbZ] f?klkbZ vkSj ikfy”k djkbZ lfgr] laiw.kZ tc iwoZ & fufeZr Vkbysa 1%4 ¼1 lhesaV % 4 eksVh jsr½ vuikr ds lhesaV elkys ls 20 feeh eksVs vk/kkj ij yxh gks",,,
,q 11-16-1 gYds jax dh gksa vkSj lQsn lhesaV yxk gks,oxZ eh-,1309-90,
,11-16-2 njE;kuh jax dk jatd feykdj 50 izfr”kr lQsn lhesaV rFkk 50 izfr”kr,,,
,lk/kkj.k lhesaV yxk gksa,oxZ eh-,1259-95,
,11-16-3 xgjs jax dh gksa vkSj lk/kkj.k lhesaV yxk gksa,oxZ eh-,1218-65,
,11-16-4 fcuk fdlh jatd ds lQsn lhesaV dh gksa,oxZ eh-,1163-20,
11-17,"vfrfjDr Hkqxrku] ;fn Vjktksa Vkbysa iSfM+;ksa ds 30 lseh ls vuf/kd pkSMs+ iVksa ij yxkbZ tk,",oxZ eh-,102-10,
11-18,"iwoZ & fufeZr Vjktksa Vkbysa 22 feeh eksVh] ftuesa 12 feeh rd dh ukiksa ds xzfMM laxejej ds nkusa gksa] 30 lseh ls vuf/kd Å¡ps fdukjksa vkSj isfM;ksa ds [kMa & iV~Vksa ij 1%3 ¼1 lhesaV % 3 eksaVh jsr½ dk 12 feeh eksVk lhesaV iyLrj djds yxkbZ gqbZ vkSj Vkbyksa ds jax ls jax feykus ds fy, jatd Mkydj [kkfyl lhesaV ds irys xkjs ls tksM+h gqbZ] f?klkbZ vkSj ikfy”k djkbZ lfgr] laiw.kZ] tc iwoZ fufeZr Vkbysa % 11-18-1 gYds jax dh gksa vkSj lQsn lhesaV yxk gks 11-18-2 njE;kuh jax dh gksa vkSj 50 izfr”kr lQsn rFkk 50 izfr”kr lk/kkj.k lhesaV yxk gksa",oxZ eh- oxZ eh-,2027-75 1968-45,
,11-18-3 xgjs jax dh gksa vkSj lk/kkj.k lhesaV yxk gks,oxZ eh-,1920-30,
,11-18-4 fcuk fdlh jatd ds lk/kkj.k lhesaV dh gks,oxZ eh-,1850-45,
11-19,"pkj[kkusnkj Vjktksa Vkbysa 22 feeh eksVh] ftuesa 6 feeh rd dh ukiksa ds xzsfMM laxejej ds nkus gks] Q”kksZ ij yxkbZ gqbZ vkSj Vkbyksa ds jax ls jax feykus ds fy, jatd Mkydj [kkfyl lhesaV ds irys xkjs ls tksM+h gqbZ] f?klkbZ vkSj ikfy”k djkbZ lfgr] laiw.kZ elkys 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds 20 feeh eksVs vk/kkj ij yxh gksa tks",,,
,11-19-1 gYds jax dh gksa vkSj lQsn lhesaV yxk gks 11-19-2 njE;kuh jax dh gksa vkSj 50 izfr”kr lQsn lhesaV rFkk 50 izfr”kr lk/kkj.k lhesaV yxk gksa,oxZ eh- oxZ eh-,1295-20 1312-10,
,11-19-3 xgjs jax dh gksa vkSj lk/kkj.k lhesaV yxk gks,oxZ eh-,1240-75,
,11-19-4 fcuk fdlh jatd ds lk/kkj.k lhesaV yxk gks,oxZ eh-,1185-30,
11-20,"pkj[kkusnkj iwoZfufeZr lhesaV dadzhV Vkbysa 22 feeh eksVh] QqVikFk vkSj vkaxu esa yxkbZ gqbZ rFkk Vkbyksa ds jax ls jax feykus ds fy, jatd Mkydj [kkfyl lhesaV ds irys xkjs ls tksMh+ gqbZ gksa] f?klkbZ vkSj ikfy”k djkbZ lfgr] laiw.kZ] lhesaV elkys 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds 20 feeh eksVs vk/kkj ij yxh gks tks gYds jax dh gks vkSj lQsn lhesaV yxk gksa",,,
,11-20-1 gYds jax dh gksa vkSj lQsn lhesaV yxk gksa,oxZ eh-,1233-05,
,11-20-2 njE;kuh jax dh gksa vkSj 50 izfr”kr lQsn lhesaV rFkk 50 izfr”kr,,,
,lk/kkj.k lhesaV yxk gksa,oxZ eh-,1160-00,
,11-20-3 xgjs jax dh gksa vkSj lk/kkj.k lhesaV yxk gks,oxZ eh-,983-95,
,11-20-4 fcuk fdlh jatd ds lk/kkj.k lhesaV yxk gks,oxZ eh-,928-50,
11-21,"vuqeksfnr Nki vksj jax dh 10 feeh eksVh vEy vkSj vFkok {kkj jks/kh Vkbyksa dh O;oLFkk djuk rFkk vEy vkSj vFkok {kkj jks/kh elkys dk iz;ksx djds yxkuk] vk/ kkj o tksM+ Hkk- ek- % 4457 ds vuq#i vEy vkSj vFkok {kkj jks/kh lhesaV ls Hkjs gq,] lEiw.kZ] bathfu;j izHkkjh ds funsZ”kkuqlkj 11-21-1 Q”kZ canh esa vk/kkj ij 10 feeh eksVs 1%4 ¼1 vEy jks/kh lhesaV % 4 eksVh jsr½ elkys ls",,,
,11-21-1-1 vEy vkSj {kkj jks/kh Vkbysa 11-21-2 MSMksa@fdukjh esa 12 feeh eksVs 1%4 ¼1 vEy jks/kh lhesaV % 4 eksVh jsr½ elkys ls,oxZ eh-,1515-45,
,11-21-2-1 vEy vkSj {kkj jks/kh Vkbys,oxZ eh-,1637-70,
11-22,"lhesaV elkyk 1%3 ¼1 lhesaV % 3 eksVh jsr ds 12 feeh eksVs vk/kkj ds Å¡ij fdukjksa] iSfM+;ksa ds [kM+ & iÍksa ,o MSMksa esa 2 eh dh Å¡pkbZ rd½ Vkby dk;Z vkSj 3-3 fdxzk@oxZ eh- ds fglkc ls /kwlj lhesaV ds irys xkjs ls tksMh gqbZ] esy [kkrs jax ds jatd ds lkFk feykbZ xbZ lQsn lhesaV dh Vhi lfgr] laiw.kZ 11-22-1 laxejej Vkbysa ¼fpduh½ jktuxj",,,
,11-22-1-1 8 feeh eksVkbZ dh,oxZ eh-,1298-80,
,laxejej iRFkj dk Q”kZ cukuk,,,
11-23,"18 feeh eksVs laxejej ds iRFkj ls laxejej ds iRFkj ls ¼laxejej dk uewuk izHkkjh bathfu;j }kj vuqeksfnr fd;k tk,xk½ laxejej dk Q”kZ cukuk] 1%4 ¼1 lhesaV % 4 eksVh jsr½ ds lhesaV elkys ls 20 lseh ¼vkSlr½ eksaVs vk/kkj ij /kwlj",,,
,lhesaV ds irys xkjs ls yxk;k vkSj tksMk+ gqvk] f?klkbZ vkSj ikfy”k djkbZ lfgr laiw.kZ,,,
,11-23-1 nwljs ntsZ dk lQsn edjkuk,oxZ eh-,3377-45,
,11-23-2 jktuxj lknk,oxZ eh-,1992-70,
,11-23-3 lQsn vxkfj;k,oxZ eh-,2608-15,
,11-23-4 /kksjhnkj dkyk,oxZ eh-,2685-05,
,11-23-5 gjk laxejej mn;iqj dk,oxZ eh-,2100-40,
,11-23-6 xqykch lknk laxejej,oxZ eh-,2200-40,
11-24,"vfrfjDr Hkqxrku] iSfM;ksa ds iVksa esa yxs laxejej esa xksyk cukus ds fy,",ehVj,593-30,
11-25,"vfrfjDr Hkqxrku] iSfM;ksa ds iÍksa vkSj mnxzks esa 2 ehVj rd ,dy yackbZ dk iz;ksx djrs gq, laxejej dk Q”kZ fcNkuk",oxZ eh-,701-50,
,dksVk iRFkj dk Q”kZ cukuk,,,
11-26,dksVk iRFkj ds ifV;ksa dk Q”kZ cukuk] 20 feeh ¼vkSlr½ eksVs vk/kkj ij] ifV;ksa ds,,,
,"jax ls jax feykus ds fy, jatd feys gq, /kwlj lhesaV ds irys xkjs ls yxk gqvk vkSj tqMk+ gqvk] f?klkbZ vkSj ikfy”k djkbZ 1%4 ¼1 lhesaV % 4 eksVh jsr½ elkys ds vk/ kkj lfgr] laiw.kZ %",,,
,11-26-1 25 feeh eksVk,oxZ eh-,1706-60,
11-27,"dksVk iRFkj ds ifV;s 25 feeh eksVs] iSfM+;ksa ds [kM+ & iV~Vksa] fdukjh] MSMks vkSj [kaHkks ij 1%3 ¼1 lhesaV % 3 eksVh jsr½ ds 12 feeh ¼vkSlr½ eksVs elkys ij yxs vkSj ifV;ksa ds jax ls jax feykus ds fy, jatd feys gq, /kwlj lhesaV ds irys",,,
,"xkjs ls tksM+s gq, f?klkbZ vkSj ikfy”k djkbZ lfgr] laiw.kZ",oxZ eh-,2038-55,
,cyqvk iRFkj dk Q”kZ cukuk,,,
11-28,eghu x<s+ iRFkj dk 40 feeh eksVk Q”kZ cukuk] 20 feeh ¼vkSlr½ eksVs vk/kkj ij lhesaV elkys 1%5 ¼1 lhesaV % 5 eksVh jsr½ dh laf/k;k¡ Hkjdj cjkcj dh gqbZ %,,,
,11-28-1 yky cyqvk iRFkj dk,oxZ eh-,988-35,
,11-28-2 lQsn cyqvk iRFkj dk,oxZ eh-,1017-80,
11-29,"eghu x<+s iRFkj dk 40 feeh eksVk Q”kZ cukuk] 20 feeh ¼vkSlr½ eksVs vk/kkj ij iRFkj ds jax ls jax feykus ds fy, jatd feys gq, lhesaV & elkys 1%2 ¼1 lhesaV % 2 iRFkj dh Nkul½ dh Vhi lhesaV elkys 1%5 ¼1 lhesaV % 5 eksVh jsr½ vk/kkj lfgr %",,,
,11-29-1 yky cyqvk iRFkj dk,oxZ eh-,1193-30,
,11-29-2 lQsn cyqvk iRFkj dk,oxZ eh-,1222-75,
11-30,"eghu x<s+ vkSj f?kls iRFkj dk 40 feeh eksVk Q”kZ cukuk] 20 feeh ¼vkSlr½ vk/kkj ij] laf/k;k¡ 3 feeh pkSM+h] iRFkj ds jax ls jax feykus ds fy, jatd feys gq, lhesaV & elkys 1%2 ¼1 lhesaV % 2 iRFkj dh Nkul½ ls Hkjh gqbZ vkSj mlh elkys dh Vhi] lhesaV elkys 1%5 ¼1 lhesaV % 5 eksVh jsr½ ds vk/kkj lfgr %",,,
,11-30-1 yky cyqvk iRFkj dk,oxZ eh-,1292-00,
,11-30-2 lQsn cyqvk iRFkj dk,oxZ eh-,1321-45,
11-31,"vfrfjDr Hkqxrku] iSfM;ksa vkSj iaVksa esa yxs dksVk & iRFkj ds iwoZ ifj’d‘r ifV;ksa esa xksyk cukus ds fy,",ehVj,157-35,
11-32,"iSfM;ksa ds iÍksa vkSj mnxzksa eS 1-05 ehVj rd ,dy yackbZ dk iz;ksx djrs gq, laxejej dk Q”kZ fcNkuk A",oxZ eh-,36-35,
,ydM+h dk Q”kZ cukuk,,,
11-33,ydMh+ ds 25 feeh r[rksa dk f>jh & thHkh & tksM+ ;qDr Q”kZ cukuk] mUgsa yksgs ds ispksa ls tM+kus lfgr] laiw.kZ %,,,
,11-33-1 nwljh Js.kh dh lkxkSu dh ydM+h dk,oxZ eh-,4187-95,
,11-33-2 nwljh Js.kh dh nsonkj dh ydM+h dk,oxZ eh-,2800-10,
11-34,"igyh Js.kh dh lkxkSu dh ydM+h dk 38 feeh eksVk ltkoVh ¼xqVdksa dk½ Q”kZ cukuk] lhesaV & dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr % 4 iRFkj dk 10 feeh ukHkh; ukiokyk feykok½ dh 25 feeh eksVh lery ijr ¼ftlds fy;s Hkqxrku vyx ls gksxk½ ds Åij 2-45 fdyksxzke izfr oxZ ehVj dh nj ls Qwds gq, xje fcVwesu izos”kkd 80@25 fcyksu Vkbi vk/kh xgjkbZ esa Mwcksdj tekus] jank djds lery djus vkSj fpduh laiwfrZ lfgr] laiw.kZ",oxZ eh-,10543-40,
11-35,"50x50x5 feeh ds uje bLikr ds dksfu;ksa dh O;oLFkk djuk rFkk 10 lseh yEch 10x5 feeh uje bLikr iRrh dh yfXx;ksa ds lkFk yxkuk rkfd ;g xksys dk dke djsa] fljs 60 lseh ds vUrj ij dkaVsnkj gksa ¼de ls de rhu yfXx;k¡ dh O;oLFkk dh tkuh gS½] vko”;d cSfYMax vkSj cgkjh lrj ij vuqeksfnr izkbZfeax dksj nsrs gq,s lEiw.kZ",fd-xzk-,142-85,
,phuh feÍh dh dkafpr Vkbysa,,,
