Item No.,Description,Unit,Rate,
5-3d,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20% rd½ lfgr çcyu dk;Z ds vykok cheksa] lLisaMsM ¶yksj] 15<sup>O</sup>rd <yku okyh Nrksa]",,,
,ckydfu;ksa] vyekfj;ksa] NTtksa ] fyaVYl] cSaMksa] lkns f[kM+dh dh flfYy;ksa] lhf<+;ksa vkSj dqlhZ Lrj ls Åij ik¡poh eafty Lrj rd lfiZy lh<+h ds ekeyksa esa çcfyr lhesaV daØhV dk dk;Z A,?ku eh,10536-00,
5-4,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds vykok ik¡pos ry Lrj rd lHkh fdukjksa] lhf<+;ksa vkSj blh rjg dh txgksa esa çcfyr lhesaV daØhV miyC/k djuk vkSj fcNkukA",?ku eh,9801-75,
5-4d,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20% rd½ lfgr çcyu dk;Z ds vykok ik¡pos ry Lrj rd lHkh fdukjksa] lhf<+;ksa vkSj blh rjg dh txgksa esa çcfyr lhesaV daØhV miyC/k djuk vkSj fcNkukA",?ku eh,9618-45,
5-5,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds vykok ik¡pos ry Lrj rd vkpZ] vkpZ fjc] xqacn] okYV] 'ksy] eqM+h gqbZ IysV vkSj Nrksa esa 15 fMxzh ls vf/kd <yku okys Nrksa esa çcfyr lhesaV daØhV dk;ZA",?ku eh,11291-20,
5-5d,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3 ¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20% rd½ lfgr çcyu dk;Z ds vykok ik¡pos ry Lrj rd vkpZ] vkpZ fjc] xqacn] okYV] 'ksy] eqM+h gqbZ IysV vkSj Nrksa esa 15 fMxzh ls vf/kd <yku okys Nrksa esa çcfyr lhesaV daØhV dk;ZA",?ku eh,11107-85,
5-6,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds vykok ik¡pos ryLrj rd fpeuh] 'kk¶V esa çcfyr lhesaV daØhV dk;ZA",?ku eh,10409-40,
5-6d,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20% rd½ lfgr çcyu dk;Z ds vykokik¡pos ryLrj rd fpeuh] 'kk¶V esa çcfyr lhesaV daØhV dk;ZA",?ku eh,10226-05,
5-7,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds vykok ik¡pos ry Lrj rd osy&LVhfuax esa çcfyr lhesaV daØhV dk;ZA",?ku eh,7852-70,
5-7d,"lsaVfjax] 'kVfjax] ifj""dj.k vkSj 1%1-5% 3¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20% rd½ lfgr çcyu dk;Z ds vykokik¡pos ryLrj rd osy&LVhfuax esa çcfyr lhesaV daØhV dk;ZA",?ku eh,7669-40,
,5-9-17 dkfuZl vkSj x<rksa esa,oxZ eh,769-30,
,"5-9-18 NksVh lrgksa tSls izkl fljksa] czsdVksa ,oe~ ikWM+h fljksa] fHkfRr LrEHkksa rFkk LrEHkksa dh Vksfi;ksa rFkk vk/kkjksa ,oe~ ,sls gh vU; txgksa ij",oxZ eh,827-15,
,5-9-19 osnj “ksM] NTtksa] VksM+k vkfn fdukjksa lfgr,oxZ eh,814-95,
,5-9-20 fuyfEcr Q”kksZa] Nrksa] pkSdh /kjuksa] ckydfu;ksa vkSj vfHkxe IysVQkWeZ ij 12 feeh dh okWVjizwQ IykbZ lfgr,oxZ eh,853-75,
,5-9-21 ljnyksa] cheksa vkSj dqlhZ ry cheksa] xMZjksa] czsL;welZ vkSj cjkensa ds vk/kkjksa ij 12 feeh dh okWVjizwQ IykbZ lfgr,oxZ eh,699-45,
5-10,"izHkkjh vfHk;Urk ds funsZ”kkuqlkj nhokj r[rkcanh esa ca/ku dkcyk] dqaMfyr dekuh] IykfLVd “kadq miyC/k djkuk ,oe~ yxkus lfgr lEiw.kZ dk;Z &",,,
,5-10-1 12 feeh O;kl ds rFkk 100 feeh yEcs,izfr lsV,135-75,
,5-10-2 12 feeh O;kl ds rFkk 150 feeh yEcs,izfr lsV,149-10,
,5-10-3 20 feeh O;kl ds rFkk 150 feeh yEcs,izfr lsV,161-15,
,5-10-4 20 feeh O;kl ds rFkk 225 feeh yEcs,izfr lsV,174-55,
5-11,"vfrfjDr Hkqxrku] i;kZIr ca/kuksa] Vsdksa vkfn lfgr rFkk visf{kr <wyk] r[rkcanh esa vfrfjDr ÅWapkbZ ds fy, lHkh ryksa ij <wyk] r[rkcanh [kksyus dh ykxr lfgr 3- 5 ehVj ÅWapkbZ ls vf/kd] 1 ehVj vFkok mlds va”k dh izR;sd vfrfjDr ÅWapkbZ ds fy, ¼vuqfo{ksi {ks=Qy dh iSekb”k dh tkuh gS½] “kkfey gS-",,,
,"5-11-1 fuyfEcr Q”kksZa] Nrksa] pkSdh] /kjuksa ,oe~ ckydfu;ksa ds fy, ¼vuqfo{ksi {ks=Qy dh iSekb”k dh tkuh gS½ iwoZ fojfpr izcfyr lhesaV dadzhV",oxZ eh,319-25,
5-12,"1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj fLVªax dkslZ] cSaM] dksfiax] csM IysV] ,adj Cy‚d] lkns f[kM+dh dh flfYy;ksa o blh rjg dh txgksa esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,9673-50,
5-12d,"1%1-5% 3¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj fLVªax dkslZ] cSaM] dksfiax] csM IysV] ,adj Cy‚d] lkns f[kM+dh dh flfYy;ksa o blh rjg dh txgksa esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,9491-50,
5-13,"1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj NksVs fyaVsy esa tks fd ik¡pos ry Lrj rd Li""V 1-5 ehVj ls vf/kd u gks] esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,13581-85,
5-13d,"1%1-5% 3¼1 lhesaV% 1-5 20%rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj NksVs fyaVsy esa tks fd ik¡pos ry Lrj rd Li""V 1-5 ehVj ls vf/kd u gks] esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,13398-50,
5-14,"1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZj esa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj eksfYMax tSls fd d‚fuZl] f[klfd;ksa fd flfYy;ksa vkfn esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,15777-40,
5-14d,"1%1-5% 3¼1 lhesaV% 1-5 20%rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZj esa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax ] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj eksfYMax tSls fd d‚fuZl] f[klfd;ksa fd flfYy;ksa vkfn esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,15594-10,
5-15,"1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUueksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZj esa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj fyaVsy] che vkSj czslelZ esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,12321-25,
5-15d,"1%1-5% 3¼1 lhesaV% 1-5 20%rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd ½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZj esa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj fyaVsy] che vkSj czslelZ esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,12137-95,
5-16,"1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZj esa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj 'ksYQ ;k vyekfj;ksa esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,18644-60,
5-16d,"1%1-5% 3¼1 lhesaV% 1-5 20%rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZjesa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax ] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj 'ksYQ ;k vyekfj;ksa esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,18461-30,
5-17,"1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZj esa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj Å/kZ~ok/kj vkSj {kSfrt fQu vyx ls ;k c‚Dl ywoj cukrs gq,] esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,10817-10,
5-17d,"1%1-5% 3 ¼1 lhesaV% 1-5 20%rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd½ lfgr çcyu dk;Z ds ykxr ds vykok ik¡pos ry Lrj rd dqlhZ Lrj ls Åij rd lhesaV eksVkZjesa lsfVax 1%3 ¼1 lhesaV % 3 eksrh jsr½ vkSj vko';d lsaVfjax ] 'kVfjax dh ykxr lfgr gksbfLVax ,oa fQfDlax miyC/k djuk vkSj Å/kZ~ok/kj vkSj {kSfrt fQu vyx ls ;k c‚Dl ywoj cukrs gq,]esa çhdkLV çcfyr lhesaV daØhV dk;ZA",?ku eh,10633-80,
5-18,izcfyr lhesaV dadzhV 1%2%4 ¼1 lhesaV % 2 eksVh jsr ¼tksu&III½ % 4 iRFkj dk 6 feeh ukeh; ukiokyk vuqikfrr feykok½ dh 1-6 feeh eksVs uje bLikr&rkj ls izcfyr] iwoZ fojfpr tkyh dh O;oLFkk djuk] mls [kqjnjh djus] lkQ djus] 1%3 ¼1 lhesaV % 3 eghu jsr½ ds lhesaV elky ls yxkus vkSj laiwfrZ vkfn lfgr lEiw-kZ] ijarq ik[ksa] nsgyksa vkSj ryapksa ij iyLrj djus ds vfrfjDr,,,
,5-18-1 50 feeh eksVh,oxZ eh,1580-90,
,5-18-2 40 feeh eksVh,oxZ eh,1430-30,
,5-18-3 25 feeh eksVh,oxZ eh,1291-45,
,fcys bLikr [kaM dh yisV,,,
5-19,"che vkSj LraHkksa esa jksYM LVhy Hkkxksa dks lhesaV daØhV 1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUu eksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ ds lkFk ,adsl djuk] ftlesa iw.kZ lsaVfjax ,oa 'kVfjax dh ykxr 'kkfey gks] ijarq çcyu dk ykxr 'kkfey u gksA",?ku eh,14191-95,
5-19d,"che vkSj LraHkksa esa jksYM LVhy Hkkxksa dks lhesaV daØhV 1%1-5% 3 ¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd½ ds lkFk ,adsl djuk] ftlesa iw.kZ lsaVfjax ,oa",,,
,'kVfjax dh ykxr 'kkfey gks] ijarq çcyu dk ykxr 'kkfey u gksA,?ku eh,14008-65,
5-20,"fxzyst esa jksYM LVhy Hkkxksa dks lhesaV daØhV 1%1-5%3 ¼1 lhesaV% 1-5 çk—frd lzksr ls O;qRiUueksVh jsr ¼vapy&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh oxhZ—r iRFkj dh jksM+h½ ds lkFk ,adsl djuk] ftlesa lsaVfjax ,oa 'kVfjax dh ykxr 'kkfey gks] ijarq foLrkfjr /kkrq o gSaxj dh ykxr 'kkfey u gksA",?ku eh,8874-65,
5-20d,"fxzyst esa jksYM LVhy Hkkxksa dks lhesaV daØhV 1%1-5% 3 ¼1 lhesaV% 1-5 20%rd iquuZohuh—r daØhV jksM+h ¼vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r iRFkj dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20%rd½ ds lkFk ,adsl djuk] ftlesa lsaVfjax ,oa 'kVfjax dh ykxr 'kkfey gks] ijarq foLrkfjr /kkrq o gSaxj dh ykxr 'kkfey u gksA",?ku eh,8691-35,
5-21,"vfrfjDr Hkqxrku] /kjuksa] LraEHkksa vkSj tkynkj jpuk esa fcy bLikr [kaMksa dks yisVus ds fy, 20x60 feeh Nsnksa vkSj 3-25 feeh pkSM+h 1-6 feeh eksVh yM+ksa okyh 3-64 fdxzk izfr oxZ eh otu dh cjQh tkyh dh O;oLFkk djuk ijUrq yxkus ds fy, ca/kuh dh ykxr ds vfrfjDr",oxZ eh,448-80,
,bLikr izcyu,,,
5-22,"izcfyr lheasV dadzhV ds dke ds fy, izcyu] mls lh/kk djus] dkVus] eksM+us] vkSj ;FkkLFkku j[kus vkSj cka/kus lfgr] lEiw.kZ dqlhZ ry rd",,,
,"5-22-1 uje bLikr vkSj e/;e bLikr ruko bLikr lfj,",fdxzk,88-95,
,"5-22-2 dM+s df""kZr bLikr ds rkj",fdxzk,87-50,
,"5-22-3 BaMs ,saBs bLikr lfj,",fdxzk,89-65,
,"5-22-4 xeZ fcys fod`r lfj,",fdxzk,89-65,
,"5-22-5 dM+s df""kZr bLikr ds rkj dk tky",fdxzk,94-10,
,5-22-6 rkih; ;kaf=dh ls mipkfjr NMsa+,fdxzk,89-65,
5-22¼d½,"Vsaªp] fIyaFk Lrj rd LFkku ij yxkus vkSj cak/kus lfgr dkj[kkus @odZ”kkWi ls dV vkSj csaM ^^ fjckjksa dk mi;ksx djus ds fy, rS;kj fuekZ.k LFky rd vkj lh lh dk;Z ds fy, LVhy izcyu",,,
,"5-22d-1 uje bLikr vkSj e/;e bLikr ruko bLikr lfj,",fdxzk,89-65,
,"5-22d-2 dM+s df""kZr bLikr ds rkj",fdxzk,87-50,
,"5-22d-3 BaMs ,saBs bLikr lfj,",fdxzk,89-65,
,"5-22d-4 xeZ fcys fod`r lfj,",fdxzk,89-65,
,"5-22d-5 dM+s df""kZr bLikr ds rkj dk tky",fdxzk,94-10,
,5-22d-6 rkih; ;kaf=dh ls mipkfjr NMsa+,fdxzk,89-65,
5-22¼[k½,"Vsaªp] fIyaFk Lrj rd LFkku ij yxkus vkSj cak/kus lfgr dkj[kkus @odZ”kkWi ls dV vkSj csaM ^^ fjckjksa dk mi;ksx djus ds fy, rS;kj fuekZ.k LFky rd vkj lh lh dk;Z ds fy, LVhy izcyu",,,
,"5-22[k-1 ,Q bZ 500 Mh dh Js.kh ;k mlls vf/kd ds FkeksZ ;a=or VªhVsM ckj",fdxzk,83-15,
5-22¼x½,"Vsaªp]fIyaFk Lrj rd LFkku ij yxkus vkSj cak/kus lfgr dkj[kkus @odZ”kkWi ls dV vkSj csaM ^^ fjckjksa dk mi;ksx djus ds fy, rS;kj fuekZ.k LFky rd vkj lh lh dk;Z ds fy, LVhy izcyu",,,
,"5-22x-1 ,Q bZ 500 Mh dh Js.kh ;k mlls vf/kd ds FkeksZ ;a=or VªhVsM ckj",fdxzk,83-15,
,fofo/k,,,
5-23,izcfyr lhesaV daØhV ds dke esa [kqyh gqbZ lrg ij 6 feeh eksVk 1%3 ¼1 lhesaV % 3 eghu jsr½ ds lhesaV elkys ls fpduh lEiwfrZ djuk,oxZ eh,253-05,
5-24,"vfrfjDr Hkqxrku fuyfEcr Q'kksZa] lksiku pkSfd;ksa vkSj lksikuksa ¼iM+ vkSj [kM+ iV~V½ dh Åijh lrgksa dks 1%2 ¼1 lhesaV % 2 eksVh jsr½ ds elkys ls vkSj fQj [kkfyl lhesaV dh ?kqVkbZ djds fpduh djus] ml lrg dh lqj{kk gsrq fuyfEcr Q'kksZa ij eghu jsr dh 15 feeh ,oe~ feV~Vh dh 7-5 lseh eksVh ijr fcNkus rFkk lksiku pkSfd;ksa ,oe~ lhf<;ksa ij xkjs ls bZaV yxkus vkSj ckn esa ;g lc gVkdj lrg lkQ djus ds fy,",oxZ eh,133-90,
5-25,"izlkj tksM+ksa ds fy, rkacs dh pknj dh O;oLFkk djuk vkSj vfHkdYi ds vuqlkj mls yxkuk",fd0xzk0,729-40,
5-26,"izlkj tksM+ksa esa QwWads gq, fcVwesu dh O;oLFkk vkSj ;FkkLFkku Hkjuk",?ku eh,63877-35,
527,"izlkj tksM+ksa esa 80 fdxzk xje fcVwesu] ,d fdxzk lhesaV vkSj 0-25 ?ku eh eksVh jsr ds vuqikr okyh fcVwesu&feJ Hkjr dh O;oLFkk djuk vkSj ;FkkLFkku Hkjuk",?ku eh,22400-50,
5-28,izlkj tksM+ksa esa Hkkjrh; ekud 1838 ds vuqlkj 12 feeh eksVs fcVwesu lflZDr js'kk&r[rksa dh O;oLFkk djuk vkSj ;Fkk LFkku yxkuk ftlesa vLrj dh ykxr] lhfyax ;kSfxd 'kkfey gSa,oxZ eh,567-25,
5-29,vfHkdYi ds vuqlkj izlkj&tksM+ksa ij ln~'k pknj dh O;oLFkk djuk vkSj yksgs ds isapksa ls yxkuk %,,,
,5-29-1 Hkkjrh; ekud 14862 ds vuqlkj 6 feeh eksVk Qkbcj lhesaV cksMZ,,,
,5-29-1-1 150 fe-eh- pkSM+k,ehVj,203-65,
,5-29-1-2 200 fe-eh- pkSM+k,ehVj,273-95,
,"5-29-2 3-15 fe-eh- eksVh ,WY;wfefu;e dh /kkjhnk ifV~V;kWa",,,
,5-29-2-1 150 fe-eh- pkSM+h,ehVj,515-80,
,5-29-2-2 200 fe-eh- pkSM+h,ehVj,685-10,
,5-29-3 Hkkjrh; ekud 14276 ds vuqlkj 6 fefe eksVk lhesaV cksUMsM oqMikVhZdy cksMZ,,,
,5-29-3-1 150 fe-eh- pkSM+h,ehVj,200-50,
,5-29-3-2 200 fe-eh- pkSM+h,ehVj,209-75,
5-30,"c<kus dh nj izcfyr lhesaV dadzhV ds iz{ksi.kksa esa iyLrj dh gqbZ lrg esa [kkapk ;k iyLrj dh Vid ;k x<r ds fy,",ehVj,64-70,
5-31,"vfrfjDr Hkqxrku] ikuh esa ;k mlds uhps cgrh dhpM+ esa izcfyr lhesaVdaØhV Mkyus] ikuh ds iaiu ,oe~ myhpus vkSj dhp fudkyus vkfn lcds fy,",?ku eh,905-50,
,"ena la0 5-31 ds fy, fVIi.kh %voHkwfe ty&ry ls ysdj voHkwfe ty ds uhps izcfyr lhesaV dadzhV ds xq#Ro dsUnz rd ukih xbZ xgjkbZ dks voHkwfe ty ds uhps",,,
,"fu""ikfnr izcfyr lhesaV dadzhV ?ku ehVj ls xq-kk djds ek=k fudkyh tk,xh] xq#Ro",,,
,"dsUnz dh xgjkbZ 0-1 ehVj rd Bhd fudkyh tk,xh] 0-05 ehVj ;k blls vf/kd dks 0-1 ehVj eku fy;k tk,xk- izcyu vFkok voHkwfe ty n'kkvksa esa <wykcanh ,oe~ r[rkcanh ds fy, dksbZ vfrfjDr Hkqxrku ugha fd;k tk,xk-",,,
5-32,"xUnh fLFkfr;ksa esa ;k mlds uhps izcfyr lhesaV dadzhV Mkyus ds fy, vfrfjDr Hkqxrku daØhV feJ.k vfHkdYikuqlkj",?ku eh,385-25,
