Item No.,Description,Unit,Rate,
5.33A,"Providing and laying in position ready mixed or site batched design mix cement concrete for reinforced cement concrete work; using coarse aggregate and fine aggregate derived from natural sources and using recycled concrete aggregate (RCA) as coarse aggregate and fine aggregate within permissible utilization of 20% each, Portland Pozzolana /Ordinary Portland/Portland Slag cement, admixtures in recommended proportions as per IS: 9103 to accelerate / retard setting of concrete, to improve durability and workability without impairing strength; including pumping of concrete to site of laying, curing, carriage for all leads; but excluding the cost of centering, shuttering, finishing and reinforcement as per direction of the engineer-in-charge; for the following grades of concrete.",,,
,"Note: Extra cement up to 10% of the minimum specified cement content in design mix shall be payable separately. In case the cement content in design mix is more than 1.10 times of the specified minimum cement content, the contractor shall have discretion to either re-design the mix or bear the cost of extra cement. 5.33A.1 All works upto plinth level",,,
,5.33A.1.1 Concrete of M25 grade with minimum cement content of 330 kg /cum 5.33A.2 All works above plinth level up to floor V level,cum,8500.45,
,5.33A.2.1 Concrete of M25 grade with minimum cement content of 330 kg /cum,cum,10122.85,
5.34,DELETED,,,
,5.34.1 DELETED,,,
,5.34.2 DELETED,,,
,5.34.3 DELETED,,,
5.35,Add for using extra cement in the items of design mix over and above the specified cement content therein.,quintal,688.45,
5.36,"Providing and placing in position precast reinforced cement concrete waffle units, square or rectangular, as per design and shape for floors and roofs in 1:1.50:3 (1 Cement : 1.50 coarse sand (zone-III) derived from natural sources : 3 graded stone aggregate 10 mm nominal size derived from natural sources), including flush or deep ruled pointing at joints in Cement mortar 1:2 (1 Cement : 2 Fine sand), making necessary holes of required sizes for carrying through service lines etc., providing steel hooks for lifting etc, form work in precasting, handling, hoisting, centering and erection complete for all floor levels but, excluding the cost of reinforcement.",cum,27983.75,
5.36A,"Providing and placing in position precast reinforced cement concrete waffle units, square or rectangular as per design and shape for floors and roofs in 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 10 mm nominal size Recycled Concrete",,,
5-8,lsaVfjax] jsr ¼va oxhZ—r Å/kZ~ok/k esa çcfy,"'kVfjax] ifj""dj.k vkSj 1%1-5%3 ¼1 lhesaV% 1½çk—frd lzksr ls O;qRiUu eksVh py&III½% 3 çk—frd lzksrksa ls O;qRiUu 20 feeh U;wure vkdkj dh iRFkj dh jksM+h½ lfgr çcyu dk;Z ds vykok ik¡pos ry Lrj rd j vkSj {kSfrt fQu vyx ls ;k c‚Dl ywoj cukrs gq,] Qsfl;k vkSj bZo cksMZ r lhesaV daØhV dk;ZA",?ku eh,9297-70
5-8d,lsaVfjax] jksM+h ¼ iRFkj rd½ l vyx dk;ZA,"'kVfjax] ifj""dj.k vkSj 1%1-5% 3¼1 lhesaV% 1-5 20% rd iquuZohuh—r daØhV vkjlh,½ ls O;qRiUu fofufeZr jsr lfgr eksVh jsr ¼vapy&III½ % 3 oxhZ—r dh jksM+h 20 feeh U;wure vkdkj iquuZohuh—r daØhV jksM+h ¼vkjlh,½ 20% fgr çcyu dk;Z ds vykok ik¡pos ry Lrj rd Å/kZ~ok/kj vkSj {kSfrt fQu ls ;k c‚Dl ywoj cukrs gq,] Qsfl;k vkSj bZo cksMZ esa çcfyr lhesaV daØhV",?ku eh,9114-35
,QkWe o,dZ,,
5-9,<wyk v,kSj r[rkcanh] Fkkeksa] Vsdksa bR;kfn rFkk <wyk [kksyus lfgr %,,
,5-9-1,"uhoksa] [kldksa] LrEHkksa ds vk/kkjksa vkfn vkSj ?ku dadzhV ds fy,",oxZ eh,307-95
,5-9-2,"lkFk yxs fHkfRr LraHkkas lfgr ¼fdlh Hkh eksVkbZ dh½ nhokjksa] iq’rksa] dqlhZ rFkk fdaxjh jn~nksa vkfn ds fy,",oxZ eh,669-55
,5-9-3,"fuyfEcr Q”kksZa] Nrksa] lkSiku&pkSfd;ksa vkSj ckydfu;ksa ,oe~ vfHkxe IysVQkWeZ ds fy,",oxZ eh,766-55
,5-9-4,"rkd ifV~V;ksa ¼LoLFkkus fojfpr½ ds fy,",oxZ eh,766-55
,5-9-5,"ljnyksa] /kjuksa] dqlhZ /kjuksa] xMZjksa] ikV dfM+;ksa vkSj VksMk /kjuksa ds fy,",oxZ eh,608-35
,5-9-6,"LrEHkksa] [kEcksa] ik;ksa] vaR;k/kkjksa] Fkwuksa vkSj Fkkeksa ds fy,",oxZ eh,804-25
,5-9-7,"lfiZy lksikuksa ds vfrfjDr lksikuksa ds fy, ¼pkSfd;ksa dks NksM+dj½",oxZ eh,657-75
,5-9-8,"lfiZy lksikuksa fy, ¼pkSfd;ksa lfgr½",oxZ eh,652-80
,5-9-9,"6 ehVj rd ikVokyh MkVksa] xqEcnksa vkSj egjkch Nrksa ds fy,",oxZ eh,1826-25
,5-9-10,"vfrfjDr Hkqxrku 6 ehVj ls vf/kd ikVokyh MkVksa xqEcnksa vkSj egjkch Nrksa ds fy,",oxZ eh,575-25
,5-9-11,"fpefu;ksa vkSj dwidksa ds fy,",oxZ eh,669-55
,5-9-12,"dwvksa vkSj eaMksa ds fy,",oxZ eh,246-40
,5-9-13,"[kM+h vkSj iM+h vyx vyx ;k ?ksjnkj fQuksa] f>yfeyksa] ifV~V;ksa] lEeq[kksa vkSj vkWyrh Qydksa ds fy,",oxZ eh,1100-40
,5-9-14,"vfrfjDr Hkqxrku] o`Ÿkkdkj dke ds <wys ds fy, ¼lacf/kr <wyk vkSj u[rkcanh enksa dk 20 izfr”kr½",oxZ eh,20%
,5-9-15,"1-5 ehVj ls vuf/kd ljnyksa] x<rksa tSls dkfuZlksa] f[kM+dh dh nsgyksa] fdaxjh jn~nksa] ifV~V;ksa] “kh’kZdkvksa] vk/kkj iV~Vksa] yaxj CykWdksa vkSj ,slh gh vU; txgksa esa O;oLFkk djuk-",oxZ eh,307-95
,5-9-16,"LySc ds fdukjksa ,oe~ Q”kksZa vkSj nhokjksa dh fjfDr esa",,
,,5-9-16-1 20 ls eh ls de pkSM+s,ehVj,181-90
,,5-9-16-2 20 ls eh ls vf/kd pkSM+s,oxZ eh,772-10
5.9.17,Cornices and mouldings,sqm,769.30,
5.9.18,"Small surfaces such as cantilever ends, brackets and ends of steps, caps and bases to pilasters and columns and the like",sqm,827.15,
5.9.19,"Weather shade, Chajjas, corbels etc., including edges",sqm,814.95,
5.9.20,"Suspended floors, roofs, landings, balconies and access platform with water proof ply 12 mm thick",sqm,853.75,
5.9.21,"Lintels, beams, plinth beams, girders, bressumers and cantilevers with water proof ply 12 mm thick",sqm,699.45,
5.10,"Providin comple g and fixing tie bolt, spring coil and plastic cone in wall shuttering te as per the direction of Engineer-in-charge.",,,
5.10.1,12 mm dia. & 100 mm length,each set,135.75,
5.10.2,12 mm dia. & 150 mm length,each set,149.10,
5.10.3,20 mm dia. & 150 mm length,each set,161.15,
5.10.4,20 mm dia.& 225 mm length,each set,174.55,
5.11,"Extra fo with ad and dec height o r additional height in centering, shuttering where ever required equate bracing, propping etc., including cost of de-shuttering entering at all levels, over a height of 3.5 m, for every additional f 1 metre or part thereof (Plan area to be measured).",,,
5.11.1,"PRE-CA Suspended floors, roofs, landing, beams and balconies (Plan area to be measured) ST RCC",sqm,319.25,
5.12,"Providin reinforc bed plat cost of reinforc from na derived g, hoisting and fixing above plinth level up to floor five level precast ed cement concrete work in string courses, bands, copings, es, anchor blocks, plain window sills and the like, including the required centering, shuttering but , excluding cost of ement with 1:1.5:3 (1 cement : 1.5 coarse sand (zone-III) derived tural sources : 3 graded stone aggregate 20 mm nominal size from natural sources).",cum,9673.50,
,"5.12A Providin reinforc bed plat cost of r with 1:1 derived stone a (RCA) u g, hoisting and fixing above plinth level up to floor five level precast ed cement concrete work in string courses, bands, copings, es, anchor blocks, plain window sills and the like, including the equired centering, shuttering but excluding cost of reinforcement, .5:3 (1 cement : 1.5 coarse sand incuding manufactured sand from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded ggregate 20 mm nominal size Recycled Concrete Aggregate pto 20%).",cum,9491.50,
5.13,"Providin concret level, in the cos (zone-II mm no g, hoisting and fixing up to floor five level precast reinforced cement e in small lintels not exceeding 1.5m clear span up to floor five cluding the cost of required centering, shuttering but , excluding t of reinforcement with 1:1.5:3 (1 cement : 1.5 coarse sand I) derived from natural sources : 3 graded stone aggregate 20 minal size derived from natural sources).",cum,13581.85,
No.,,,,
5.20,"Encasing rolled steel section in grillages with cement concrete 1:1.5:3 (1 cement : 1.5 coarse sand (zone-III) derived from natural sources : 3 graded stone aggregate 20 mm nominal size derived from natural sources) including centering and shuttering but, excluding cost of expanded metal and hangers.",cum,8874.65,
5.20A,"Encasing rolled steel section in grillages with cement concrete 1:1.5:3 (1 cement : 1.5 coarse sand incuding manufactured sand derived from Recycled Concrete Aggregate (RCA) upto 20% : 3 graded stone aggregate 20 mm nominal size Recycled Concrete Aggregate (RCA) upto 20%), including centering and shuttering but excluding cost of expanded metal and hangers.",cum,8691.35,
5.21,"Extra for providing and fixing expanded metal mesh of size 20x60 mm and strands 3.25 mm wide 1.6 mm thick weighing 3.64 kg per sqm for encasing of rolled steel sections in beams, columns and grillages, excluding cost of hangers.",sqm,448.80,
,STEEL REINFORCEMENT,,,
5.22,"Steel reinforcement for R.C.C. work including straightening, cutting, bending, placing in position and binding all complete upto plinth level.",,,
,5.22.1 Mild steel and Medium Tensile steel bars,kg,88.95,
,5.22.2 Hard drawn steel wire,kg,87.50,
,5.22.3 Cold twisted bars,kg,89.65,
,5.22.4 Hot rolled deformed bars,kg,89.65,
,5.22.5 Hard drawn steel wire fabric,kg,94.10,
,5.22.6 Thermo-Mechanically Treated bars of grade Fe-500D or more.,kg,89.65,
5.22A,"Steel reinforcement for R.C.C. work including straightening, cutting, bending, placing in position and binding all complete above plinth level.",,,
,5.22A.1 Mild steel and Medium Tensile steel bars,kg,88.95,
,5.22A.2 Hard drawn steel wire,kg,87.50,
,5.22A.3 Cold twisted bars,kg,89.65,
,5.22A.4 Hot rolled deformed bars,kg,89.65,
,5.22A.5 Hard drawn steel wire fabric,kg,94.10,
,5.22A.6 Thermo-Mechanically Treated bars of grade Fe-500D or more.,kg,89.65,
5.22B,"Steel reinforcement for R.C.C. work ready to use ""cut and bend"" rebars of approved make from factory/workshop to construction site including placing in position and binding all complete upto plinth level.",,,
,5.22B.1 Thermo-Mechanically Treated bars of grade Fe-500D or more.,kg,83.15,
5.22C,"Steel reinforcement for R.C.C. work ready to use ""cut and bend"" rebars of approved make from factory/workshop to construction site including placing in position and binding all complete above plinth level.",,,
,5.22C.1 Thermo-Mechanically Treated bars of grade Fe-500D or more.,kg,83.15,
No.,,,,
,MISCELLANEOUS,,,
5.23,Smooth finishing of the exposed surface of R.C.C. work with 6 mm thick cement mortar 1:3 (1 Cement : 3 fine sand).,sqm,253.05,
5.24,"Extra for rendering smooth the top of suspended floors, landings and staircases (treads and risers) with cement mortar 1:2 (1 cement : 2 coarse sand), including a floating coat of neat cement and protecting the surface with a layer of 7.5 cm of earth laid over 15 mm of fine sand in case of suspended floor and bricks laid in mud mortar in case of landings and steps, including subsequent removal and cleaning of the same.",sqm,133.90,
5.25,Providing and fixing in position copper plate as per design for expansion joints.,kg,729.40,
5.26,"Providing and filling in position, blown bitumen in expansion joints.",cum,63877.35,
5.27,"Providing and filling in position bitumen mix filler of proportion 80 kg. of hot bitumen, 1 kg. of cement and 0.25 cubic metre of coarse sand for expansion joints.",cum,22400.50,
5.28,"Providing and fixing in position 12mm thick bitumen impregnated fiber board conforming to IS: 1838, including cost of primer, sealing compound Grade-A in expansion joints.",per cm depth per 100m,567.25,
5.29,Providing and fixing sheet covering over expansion joints with iron screws as per design.,,,
,5.29.1 Non-asbestos fibre cement board 6 mm thick as per IS: 14862.,,,
,5.29.1.1 150mm wide,metre,203.65,
,5.29.1.2 200mm wide,metre,273.95,
,5.29.2 Aluminium fluted strips 3.15 mm thick.,,,
,5.29.2.1 150 mm wide,metre,515.80,
,5.29.2.2 200 mm wide,metre,685.10,
,5.29.3 Cement bonded wood particle board 6mm thick as per IS : 14276,,,
,5.29.3.1 150 mm wide,metre,200.50,
,5.29.3.2 200 mm wide,metre,269.75,
5.30,Add for plaster drip course/ groove in plastered surface or moulding to R.C.C. projections.,metre,64.70,
5.31,"Extra for laying reinforced cement concrete in or under water and/ or liquid mud, including cost of pumping or bailing out water and removing slush etc., complete.",cum,905.50,
,Note For Item No. 5.31:-The quantity will be calculated by multiplying the depth measured from the subsoil water level up to the centre of gravity of the R.C.C. under subsoil water with the quantity of R.C.C. in cubic metre executed under subsoil water. The depth of centre of gravity shall be reckoned correct to 0.1 m. 0.05 m or more shall be taken as,,,
No.,,,,
,"Aggregate (RCA) upto 20%), including flush or deep ruled pointing at joints in cement mortar 1:2 (1 cement : 2 Fine sand), making necessary holes of required sizes for carrying through service lines etc., providing steel hooks for lifting etc, form work in precasting, handling, hoisting, centering and erection complete for all floor levels but excluding the cost of reinforcement.",cum,27800.40,
5.37,DELETED,,,
,5.37.1 DELETED,,,
,5.37.2 DELETED,,,
5.38,Extra for R.C.C./ B.M.C/ R.M.C. work above floor V level for each four floors or part thereof.,cum,280.95,
5.40,DELETED,,,
,5.40.1 DELETED,,,
,5.40.2 DELETED,,,
5.41,"Supplying and applying pre tested and approved water based concrete curing compound to concrete/ masonry surface, all as per manufacturer’s specification and direction of Engineer-in-charge.",,,
,5.41.1 Non pigmented wet curing compound,sqm,57.50,
5.42,"Providing and fixing parallel threaded couplers conforming to IS code on “Reinforcement Couplers for Mechanical Splices of Bars for Concrete Reinforcement - Specification”, to reinforcement bars including threading, enlargement at connection by forging, protecting the prepared reinforcement bars and related operations as required to complete the works per direction of Engineer- in-Charge.",,,
,5.42.1 Coupler for 16 mm diameter reinforcement bar,each,102.55,
,5.42.2 Coupler for 20 mm diameter reinforcement bar,each,143.00,
,5.42.3 Coupler for 25 mm diameter reinforcement bar,each,204.95,
,5.42.4 Coupler for 28 mm diameter reinforcement bar,each,239.85,
,5.42.5 Coupler for 32 mm diameter reinforcement bar,each,288.80,
5.43,Providing and fixing in position Stainless steel Grade 304 plate-1.0 mm thick as per design for expansion joints.,,,
,5.43.1 200 mm wide.,metre,747.25,
,5.43.2 300 mm wide.,metre,1053.40,
5.44,"Providing and fixing of expansion joint system related with floor location as per drawings and direction of Engineer-In-Charge. The joints system will be of extruded aluminum base members, self aligning / self centering arrangement and support plates etc. as per ASTM B221-02. The system shall be such that it provides floor to floor /floor to wall expansion control system for various vertical localtion in load application areas that accommodates multi directional seismic movement without stress to it's components. System shall consist of metal profiles with a universal",,,
No.,,,,
,aluminum base member designed to accommodate various project conditions and finish floor treatments. The cover plate shall be designed of width and thickness required to satisfy projects movement and loading requirements and secured to base members by utilizing manufacturer’s pre-engineered self- centering arrangement that freely rotates / moves in all directions. The Self - centering arrangement shall exhibit circular sphere ends that lock and slide inside the corresponding aluminum extrusion cavity to allow freedom of movement and flexure in all directions including vertical displacement. Provision of Moisture Barrier Membrane in the Joint System to have watertight joint is mandatory requirement all as per the manufactures design and as approved by Engineer -in- Charge. (Material shall confirm to ASTM 6063).,,,
,5.44.1 Floor Joint of 100 mm gap,metre,5800.15,
,5.44.2 Floor Joint of 150 mm gap,metre,7092.60,
,5.44.3 Floor Joint of 200 mm gap,metre,9074.10,
5.45,"Providing and fixing of expansion joint system related with wall joint (internal/external) location as per drawings and direction of Engineer-In- Charge. The joints shall be of extruded aluminum base members, self aligning / centering arrangement and support plates as per ASTM B221- 02. The material shall be such that it provides an Expansion Joints System suitable for vertical wall to wall/ wall to corner application, both new and existing construction in office Buildings & complexes with no slipping down tendency amongst the components of the Joint System. The Joint System shall utilize light weight aluminum profiles exhibiting minimal exposed aluminum surfaces mechanically snap locking the multicellular to facilitate movement. (Material shall confirm to ASTM 6063).",,,
,5.45.1 Wall Joint of 100 mm gap,metre,4835.50,
,5.45.2 Wall Joint of 150 mm gap,metre,5438.90,
,5.45.3 Wall Joint of 200 mm gap,metre,6272.45,
5.46,"Providing and fixing of expansion joint system of approved make and manufactures for various roof locations as per approved drawings and direction of Engineer-In-Charge. The joints shall be of extruded aluminum base members with, self aligning and self centering arragement support plates asper ASTM B221-02. The system shall be such that it provides watertight roof to roof/roof to corner joint cover expansion control system that is capable of accommodating multidirectional seismic movement without stress to its components. System shall consist of metal profile that incorporates a universal aluminum base member designed to accommodate various project conditions and roof treatments. The cover plate shall be designed of width and thickness required to satisfy movement and loading requirements and secured to base members by utilizing manufacturer’s pre-engineered self-centering arrangement that freely rotates / moves in all directions. The Self centering arrangement shall exhibit circular sphere ends that lock and slide inside the corresponding aluminum extrusion cavity to allow freedom of movement",,,
No.,,,,
,"and flexure in all directions including vertical displacement. The Joint System shall resists damage or deterioration from the impact of falling ice, exposure to UV, airborne contaminants and occasional foot traffic from maintenance personnel. Provision of Moisture Barrier Membrane in the Joint System to have water tight joint is mandatory requirement. (Material shall confirm to ASTM 6063).",,,
,5.46.1 Roof Joint of 100 mm gap,metre,5424.20,
,5.46.2 Roof Joint of 150 mm gap,metre,6032.95,
,5.46.3 Roof Joint of 200 mm gap,metre,7198.30,
5.47,"Providing and fixing in position factory made precast RCC M-40 fixing with hold fast embedded in 1:3:6 concrete block for doors and windows frames having excellent smooth finish as per IS: 6523 with reinforcement of 3 Nos, 6 mm dia main bars tied with 3 mm M.S stirrups placed @ 200 mm C/C and 6 numbers high strength polymer blocks of required size for fixing hinges including providing 6 no specially designed M.S. galvanised sleeves for accomodating 6 mm dia fully threaded bolts for fixing hold fast on vertical members, providing suitable arrangement for recieving sliding door bolts and tower bolt etc. all complete, as per the direction of Engineer-in-charge. The frame shall be measured in running metre correct to two places of decimal.",,,
,5.47.1 Door frame 125 mm x 60 mm,metre,729.25,
,5.47.2 Door frame 100 mm x 60 mm,metre,678.10,
,5.47.3 Door frame 85 mm x 60 mm,metre,648.30,
5.48,"Providing and laying Reinforced cement concrete for construction of piers, abutments, portal frames, pier caps and bearing pedestals and seismic arresters over pier/ abutment caps at all locations with specified grade using Ordinary Portland Cement (conforming to strength requirement of IS:8112) including the cost of steel centering and shuttering etc. complete, including testing of materials etc. for casting pier & pier cap in one/two stage, necessary tools, plants, machinery and all related operations as required to complete the work as per drawings and Specifications with all leads, lifts and depths true to level and position but excluding the cost of providing reinforcement. Reinforcement shall be measured and paid separately.",,,
,Note:-Cement content considered in this item is 480 Kg./ Cum. Excess/ less cement used as per design mix is payable/ recoverable separately.,,,
,5.48.1 Reinforced Cement Concrete -M-50,cum,7734.60,
,5.48.2 Reinforced Cement Concrete -M-60,cum,8807.25,
,5.48.3 Extra for using M-50/ M-60 Grade Self-compacting Cement Concrete,cum,676.50,
5.49,"Constructing cast-in situ RCC diaphragm wall by providing and laying machine batched, machine mixed, self compacting, ready mix reinforced cement concrete, tramie controlled, of M 30 grade using minimum 400 kg. cement per cum of concrete including providing and mixing required",,,
No.,,,,
,"admixtures in recommended proportions as per IS : 9103, as approved by the Engineer-in-charge, for achieving 150- 200mm slump, for diaphragm wall having thickness as per approved structural design not exceeding 600 mm, in pannels of required depth and lengths as per approved drawing, including constructing necessary guide walls as required and as specified including boring in all kinds of soils and rocks, including working in or under water and / or liquid mud, in foul conditions and pumping or bailing out of water and removing slush, including disposal of earth/ rock / slush etc. for all leads and all lifts, including preparing, providing and re-circulating bentonite slurry in the trench as and when required for all depths, including agitating bentonite slurry during trenching etc., providing and fixing stop ends or form tubes, upto the required depth of diaphragm wall including extracting the same after casting, including chipping off the bentonite adulterated concrete or unsound concrete up to the cut off level for obtaining the sound concrete, dressing undulations on the exposed face of diaphragm wall after excavation by chipping / chiseling etc. including filling the depression/ cavities with sound concrete etc. complete and as directed by the Engineer-in-charge, including providing recess for bearing plates and fixing insert boxes for inclined rock anchors etc. complete as per the specifications and approved design and as directed by the Engineer-in-charge, but excluding the cost of reinforcement and inserts.",cum,18094.40,
