Item No.,Description,Unit,Rate,
17.3.1,W.C. pan with ISI marked white solid plastic seat and lid,each,6941.30,
17.3.2,W.C. pan with ISI marked black solid plastic seat and lid,each,6827.55,
17.4,"Providin lipped fr sizes res pipe an complet making g and fixing white vitreous china flat back or wall corner type ont urinal basin of 430x260x350 mm and 340x410x265 mm pectively with automatic flushing cistern with standard flush d C.P. brass spreaders with brass unions and G.I clamps e, including painting of fittings and brackets, cutting and good the walls and floors wherever required :",,,
17.4.1,One urinal basin with 5 litre white P.V.C. automatic flushing cistern,each,5268.85,
17.4.2,Range of two urinal basins with 5 litre white P.V.C. automatic flushing cistern,each,8115.55,
17.4.3,Range of three urinal basins with 10litre white P.V.C. automatic flushing cistern,each,11256.40,
17.4.4,Range of four urinal basins with 10 litre white P.V.C. automatic flushing cistern,each,15564.35,
,No.,,,
17.5,"Providin size 580 with fittin unions a 2556, C.I including and floor g and fixing white vitreous china flat back half stall urinal of x380x350 mm with white PVC automatic flushing cistern, gs, standard size C.P. brass flush pipe, spreaders with nd clamps (all in C.P. brass) with waste fitting as per IS : . trap with outlet grating and other couplings in C.P. brass, painting of fittings and cutting and making good the walls s wherever required :",,,
17.5.1,Single half stall urinal with 5 litre P.V.C. automatic flushing cistern,each,10128.30,
17.5.2,Range of two half stall urinals with 5 litre P.V.C. automatic flushing cistern,each,15115.40,
17.5.3,Range of three half stall urinals with 10 litre P.V.C. automatic flushing cistern,each,18546.45,
17.5.4,Range of four half stall urinals with 10 litre P.V.C. automatic flushing cistern,each,21880.95,
17.6,"Providin squatting automati flush pip fittings, painting etc. wher g and fixing one piece construction white vitreous china plate with an integral longitudinal flushing pipe, white P.V.C. c flushing cistern, with fittings, standard size G.I. / PVC e for back and front flush with standard spreader pipes with G.I clamps and C.P. brass coupling complete, including of fittings and cutting and making good the walls and floors ever required :",,,
17.6.1,Single squatting plate with 5 litre P.V.C. automatic flushing cistern,each,7752.60,
17.6.2,Range of two squatting plates with 5 litre P.V.C. automatic flushing cistern,each,11281.10,
17.6.3,Range of three squatting plates with 10 litre P.V.C. automatic flushing cistern,each,14817.35,
17.6.4,Range of four squatting plates with 10 litre P.V.C. automatic flushing cistern,each,17784.35,
17.7,"Providing pillar tap painting wherever and fixing wash basin with C.I. brackets, 15 mm C.P. brass s, 32 mm C.P. brass waste of standard pattern, including of fittings and brackets, cutting and making good the walls require:",,,
17.7.1,White Vitreous China Wash basin size 630x450 mm with a pair of 15 mm C.P. brass pillar taps,each,2275.00,
17.7.2,White Vitreous China Wash basin size 630x450 mm with a single 15 mm C.P. brass pillar tap,each,1913.75,
17.7.3,White Vitreous China Wash basin size 550x400 mm with a pair of 15 mm C.P. brass pillar taps,each,2040.85,
17.7.4,White Vitreous China Flat back wash basin size 550x 400 mm with single 15 mm C.P. brass pillar tap,each,1679.60,
17.7.5,White Vitreous China Angle back wash basin size 600 x,,,
480,mm with single 15mm C.P. brass pillar tap,each,1913.75,
,No.,,,
17.7.6,White Vitreous China Angle back wash basin size 400 x 400 mm with single 15 mm C.P. brass pillar tap,each,1512.35,
17.7.7,White Vitreous China Flat back wash basin size 450x 300 mm with single 15mm C.P. brass pillar tap,each,1318.35,
17.7.8,White Vitreous China Surgeon type wash basin of size 660x460 mm with a pair of 15 mm C.P. brass pillar taps with elbow including operated levers,each,3204.85,
17.7.9,White Vitreous China Surgeon type wash basin of size 660x460 mm with single 15 mm C.P. brass pillar taps with elbow operated levers ISI Marked,each,2629.55,
17.7.10,Stainless Steel AISI-304(18/8) Round basin 405x355 mm with single 15 mm C.P. brass pillar tap,each,2950.65,
17.7.11,Stainless Steel AISI-304(18/8) Wash basin 530x345 mm with single 15 mm C.P. brass pillar tap,each,3619.60,
,"17.7A Providing Brass sin painting wherever (a) Whit 15 mm C and fixing wash basin with C.I. brackets, 15 mm dia CP gle hole basin mixer of approved quality and make, including of fittings and brackets, cutting and making good the walls required:- e Vitreous China Wash basin size 550x400 mm with a P Brass single hole basin mixer",each,3459.05,
,"17.7B Providing pillar cock painting wherever 550x400 and fixing wash basin with C.I. brackets, 15 mm PTMT , 32 mm PTMT waste coupling of standard pattern, including of fittings and brackets, cutting and making good the walls required. White Vitreous China Flat back wash basin size mm with single 15 mm PTMT pillar cock.",each,1404.00,
17.8,Providing complete fittings. and fixing white vitreous china pedestal for wash basin ly recessed at the back for the reception of pipes and,each,1500.05,
17.9,"Providing with rubb the fitting required: and fixing kitchen sink with C.I. brackets, C.P. brass chain er plug, 40 mm C.P. brass waste complete, including painting s and brackets, cutting and making good the walls wherever",,,
17.9.1,White glazed fire clay kitchen sink of size 600x450x 250 mm,each,3302.95,
17.10,"Providing per IS:13 including the walls and fixing Stainless Steel A ISI 304 (18/8) kitchen sink as 983 with C.I. brackets and stainless steel plug 40 mm, painting of fittings and brackets, cutting and making good wherever required :",,,
17.10.1,Kitchen sink with drain board,,,
17.10.1.1,510x1040 mm bowl depth 250 mm,each,6008.45,
17.10.1.2,510x1040 mm bowl depth 225 mm,each,6677.40,
17.10.1.3,510x1040 mm bowl depth 200 mm,each,6276.00,
17.10.1.4,510x1040 mm bowl depth 178 mm,each,6008.45,
,No.,,,
17.10.2,Kitchen sink without drain board,,,
17.10.2.1,610x510 mm bowl depth 200 mm,each,4274.40,
17.10.2.2,610x460 mm bowl depth 200 mm,each,3337.85,
17.10.2.3,470x420 mm bowl depth 178 mm,each,2936.45,
17.11,"Providing brackets, and 40m including the wall w and fixing white vitreous china laboratory sink with C.I. C.P. brass chain with rubber plug, 40 mm C.P brass waste m C.P. brass trap with necessary C.P. brass unions complete, painting of fittings and brackets, cutting and making good herever required :",,,
17.11.1,Size 450x300x150 mm,each,4272.95,
17.11.2,Size 600x450x200 mm,each,5610.85,
17.12,"Providing of bracke and fixing draining board with C.I. brackets including painting ts, cutting and making good the walls wherever required :",,,
17.12.1,White glazed fire clay draining board of size 600x450x 25 mm,each,1351.65,
17.13,Providing (Indian ty and fixing white vitreous china water closet squatting pan pe) :,,,
17.13.1,Long pattern W.C. pan of size 580 mm,each,1667.80,
17.13.2,Orissa pattern W.C. pan of size 580x440 mm,each,2758.20,
17.14,Extra for using coloured W.C. pan instead of white W.C. pan :,,,
17.14.1,Orissa pattern W.C. pan 580x440 mm,each,414.75,
17.15,Providing type/ wa and fixing white vitreous china pedestal type (European sh down type) water closet pan.,each,2403.65,
17.16,Extra for with low l W.C pan using coloured pedestal type W.C pan (European type) evel cistern of same colour instead of white vitreous china and cistern.,each,167.25,
,17.16A Providing 1 metre l quality a and fixing 8 mm dia C.P. / S.S. Jet with flexible tube upto ong with S.S. triangular plate to Eureopean type W.C. of nd make as approved by Engineer - in - charge.,each,299.35,
17.17,Providing pattern fo and fixing a pair of white vitreous china foot rests of standard r squatting pan water closet :,,,
17.17.1,250x130x30 mm,pair,219.60,
17.17.2,250x125x25 mm,pair,223.60,
17.18,"Providing controlled and fixtur and fixing P.V.C. low level flushing cistern with manually device (handle lever) conforming to IS : 7231, with all fittings es complete.",,,
17.18.1,10 litre capacity - White,each,1023.05,
17.18.2,10 litre capacity - coloured,each,989.60,
,No.,,,
17.19,"Providing china wit and fixing controlled flush, low level cistern made of vitreous h all fittings complete.",,,
17.19.1,10 litre (full flush) capacity-white,each,1930.85,
17.19.2,10 litre (full flush) capacity-coloured,each,2532.95,
17.20,Providing pan com and fixing solid plastic seat with lid for pedestal type W.C. plete :,,,
17.20.1,White solid plastic seat with lid,each,586.55,
17.20.2,Black solid plastic seat with lid,each,472.80,
17.20.3,Coloured (other than black & white) solid plastic seat with lid,each,506.25,
17.22,Providing with W.C and fixing G.I. inlet connection for flush pipe connecting . pan.,each,131.65,
,17.22A Providing quality & and fixing CP Brass 32mm size Bottle Trap of approved make and as per the direction of Engineer-in-charge.,each,886.25,
,17.22B Providing quality & and fixing CP Brass Single lever telephonic wall mixer of make as approved by Engineer in charge.,,,
(a),15 m m nominal dia,each,6119.15,
17.23,Providing lipped fro sizes res and fixing white vitreous china flat back or wall corner type nt urinal basin of 430x260x350 mm or 340x410x265 mm pectively.,each,1382.30,
17.24,Providing integral ri and fixing white vitreous china squatting plate urinal with m longitudinal flush pipe.,each,3389.35,
17.25,Providing all conne and fixing white vitreous china wash basin including making ctions but excluding the cost of fittings :,,,
17.25.1,Flat back wash basin of size 630x450 mm,each,1149.60,
17.25.2,Flat back wash basin of size 550x400 mm,each,915.45,
17.25.3,Angle back wash basin of size 600x480 mm,each,1149.60,
17.25.4,Angle back wash basin of size 400x400 mm,each,748.20,
17.25.5,Flat back wash basin of size 450x300 mm,each,554.20,
17.25.6,Surgeon type wash basin of size 660x460 mm,each,1651.30,
17.26,Providing excluding and fixing kitchen sink including making all connections cost of fittings.,,,
17.26.1,White glazed fire clay sink of size 600x450x250 mm,each,1884.60,
17.27,Providing making a and fixing white vitreous china laboratory sink including ll connections excluding cost of fittings :,,,
17.27.1,Size 450x300x150 mm,each,2152.20,
17.27.2,Size 600x450x200 mm,each,3490.15,
,No.,,,
17.28,Providing P.V.C. w and fixing P.V.C. waste pipe for sink or wash basin including aste fittings complete.,,,
17.28.1,Semi rigid pipe,,,
17.28.1.1,32 mm dia,each,90.95,
17.28.1.2,40 mm dia,each,101.65,
17.28.2,Flexible pipe,,,
17.28.2.1,32 mm dia,each,104.35,
17.28.2.2,40 mm dia,each,104.35,
17.29,Providing and fixing 100 mm sand cast Iron grating for gully trap.,each,45.25,
17.30,Providing coupling and fixing in position 25 mm diameter mosquito proof of approved municipal design.,each,45.30,
17.31,Providing glass (of ground fi complete and fixing 600x450 mm beveled edge mirror of superior approved quality) complete with 6 mm thick hard board xed to wooden cleats with C.P. brass screws and washers .,each,1411.15,
17.32,Providing of require make an and fixing mirror of superior glass (of approved quality) and d shape and size with plastic moulded frame of approved d shade with 6 mm thick hard board backing :,,,
17.32.1,Circular shape 450 mm dia,each,1248.60,
17.32.2,Rectangular shape 453x357 mm,each,1158.95,
17.32.3,Oval shape 450x350 mm (outer dimensions),each,1157.40,
17.32.4,Rectangular shape 1500x450 mm,each,1817.20,
17.33,"Providing supporte brackets plugs etc and fixing 600x120x5 mm glass shelf with edges round off, d on anodised aluminium angle frame with C.P. brass and guard rail complete fixed with 40 mm long screws, rawl ., complete.",each,942.15,
17.34,Providing and fixing toilet paper holder :,,,
17.34.1,C.P. brass,each,680.80,
17.34.2,Vitreous china,each,463.00,
17.35,"Providing and fixing soil, waste and vent pipes :",,,
17.35.1,100 mm dia,,,
17.35.1.1,Sand cast iron S&S pipe as per IS: 1729,metre,1018.05,
17.35.1.2,Centrifugally cast (spun) iron socket & spigot (S&S) pipe as per IS: 3989,metre,1077.40,
17.35.1.3,Hubless centrifugally cast (spun) iron pipes epoxy coated inside & outside IS:15905,metre,1061.25,
17-1 17-2,"tyeyk/kkj ds foBko ik= ¼Hkkjrh; <ax ds tyey/kkj ik=½ dh ckyw <ys yksgsa ds 100 feeh *ih* ;k ,l dUns 10 yhVj dh fuEu ry cgko Vadh Hkk-ek- 7231 ds vuq:i gLr fua;f=r izfUr ¼gSUMy fyoj½ ds lkFk lEiw.kZ tqMukjksa lfgr nhokjksa vkSsj Q”kksZa dh tgk¡ vko”;d gks dkVus vkSj Bhd djus lfgr O;oLFkk djuk vkSj yxkukA 17-1-1 lQsn dkap phuh mMhlk uewus dk 580x440 feeh- eki dk tyey/kkjik= dh vfHkUu izdkj ds ik;nku] lfgr O;oLFkk djuk 17-1-2 LVsuySl LVhy ,-vkbZ-,l-vkbZ 304 ¼18@8½ mMhlk uewus dk 585x480 feeh eki dk tyey/kkj ik= dh vfHkUu izdkj ds ik;nku lfgr O;oLFkk djukA lhV vkSj <ôu;qDr ¼;wjksih; <ax ds½ tyey/kkj ds lQsn dk¡p phuh feÍh ds ihfBdk ik= dh 10 yhVj dh fuEu ry cgko Vadh ,oa gLr fu;af=r ;qfDr ¼gsUMy fyoj½ Hkk-ek- 7231 ds vuq:i lEiw.kZ tqMukjks lfgr nhokjks vkSj Q”khZa dks tgk¡ vko”;d gks dks dkVus vkSj Bhd djus lfgr O;LFkk djuk vkSj yxkkukA 17-2-1 Hkkjrh; ekud lLFkku fpfgUr lQsn Bksl IYkkfLVd lhV vkSj <Ddu ;qDr tyey/kkj ik= 17-2-2 Hkkjrh; ekud laLFkku fpfgUr dky Bksl IYkkfLVd lhV vkSj <Ddu ;qDr tyey/kkj ik=",izR;sd izR;sd izR;sd izR;sd,5781.35 10076.15 5540.55 5426.80,
17-3,"lhV vkSj <Ddu ;qDr tyey/kkj lQsn dk¡p phuh feÍh ds ihfBdk&ik= ¼;wjksih; <ax ds½ dh 10 yhVj dh fuEu&ry cgko dh lQsn phuh feÍh dh Vadh vkSj lh- vkbZ- ds cSzDVksa] 40 fe-eh- cgko eksM] meM O;oLFkk ,oa ekud fuekZrk ds fo”ks’kkaxksa o vuqeksfnr uxzh; vfHkdYi ds ePNj jksd ;qXedks ds lkFk O;oLFkk djuk vkSj yxku] LkEiw.kZ czSDsVks ,oa cSzDVksa dks jksxu djus vkSj nhokjksa vkSj Q”khZa dks tgk¡ vko”;d gks dkVus vkSj Bhd djus lfgr",,,
,17-3-1 Hkkjrh; ekud lLFkku fpfgUr lQsn Bksl IYkkfLVd lhV vkSj <Ddu ;qDr tyey/kkj ik= 17-3-2 Hkkjrh; ekud lLFkku fpfgUr lQsn Bksl IYkkfLVd lhV vkSj <Ddu ;qDr tyey/kkj ik=,izR;sd izR;sd,6941.30 6827.55,
17-4,"likV ihBokys ;k nhojksa ds dksus esa yxus okys Øe”k% 430x 260 x 350feeh vkSj 340x 410 x 265feeh eki ds lQsn dk¡p phuh feÍh dh gksBnkj ew=nkuh dh] uje bLikr ds cSzdsVksa ds lkFk Lopy cgko Vadh] ds ekud cgkouy rFkk Øksfe;e ;qDr ihry ds foLrkj dks ,oa ihry ds ;qXedksa o tLrh yksgs ds DySEiksa ds lkFk O;oLFkk djuk vkSj yxkuk] lEiw.kZ] cSzdsVksa vkSj tqMukjksa dks tgk¡ vko”;d gks jksxu djuk rFkk nhojksa vkSj Q”khZa dks dkVus vkSj Bhd djus lfgr",,,
,"17-4-1 ih- oh- lh- dh 5 yhVj dh Lopy cgko&Vadh lfgr ,d ew=nkuh 17-4-2 ih- oh- lh- dh 5 yhVj dh Lopy cgko&Vadh lfgr nks ew=nkfu;ksa dh ek=k 17-4-3 ih- oh- lh- dh 10 yhVj dh Lopy cgko&Vadh lfgr rhu ew=nkfu;ksa dh ek=k",izR;sd izR;sd izR;sd,5268.85 8115.55 11256.40,
,17-4-4 ih- oh- lh- dh 10 yhVj dh Lopy cgko&Vadh lfgr pkj ew=nkfu;ksa dh ek=k,izR;sd,15564.35,
17-5,"likV ihBokys 580x 380 x 350feeh eki dh vk/kh [kMh lQsn ih-oh-lh- dh ew=nkuh dh Lopy cgko Vadh ,oa tqMukjks ekud uki ds Øksfe;e eqyEek;qDr ihry cgko uy rFkk foLRkjdks ,oa ;qXedks o DySEiks ¼lHkh Øfe;e&eqyEek;qDr ihry ds½ Hkkjrh; ekud 2556 ds vuq:i fudkl tqMukjsa] <ys yksgs ds QUns ,oa Øksfe;e ;qDr ihry dh fudkl uyh o vU; ;qXedksa ds lkFk O;oLFkk djuk vkSj yxkuk] tqMekjksa ij tgk¡ ugha vko”;d gks jksxu djus] nhojksa vkSj Q”khZ dks] tgksa vko”;d gks djus vkSj Bhd djus lfgr 17-5-1 ih-oh-lh- dh 5 yhVj dh Lopy cgko&Vadh lgfr bdgkjh vk/kh [kMh ew=nkuh 17-5-2 ih-oh-lh- dh 5 yhVj dh Lopy cgko&Vadh lgfr nks vk/kh [kMh ew=nkfu;ksa dh ek=k 17-5-3 ih-oh-lh- dh 10 yhVj dh Lopy cgko&Vadh lgfr rhu vk/kh [kMh ew=nkfu;ksa dh ek=k 17-5-4 ih-oh-lh- dh 10 yhVj dh Lopy cgko&Vadh lgfr pkj vk/kh [kMh e=nkfu;ksa dh ek=k",izR;sd izR;sd izR;sd izR;sd,10128.30 15115.40 18546.45 21880.95,
17-6,"w yEckbZ esa vfHkUu cgko&uy ;qDr ,d [k.M cukoV dh lQsn dk¡p phuh feÍh ds fcBko&ifÍdk dh] LOpy cgko&Vadh ,oa tqMukjksa] <ys yksgs@uki bLikr ds cSzdsVksa] tLrh yksgs ds ekud uki ds ihNs vkSj vkxs vkus okys cgko uy ,oa ekud foLrkjds ukfy;ksa o tqMukjksa] tLrh yksgs ds dySEiksa] vkSj Øksfe;e&eqyEek;qDr ihry ds ;qXedksa lfgr O;oLFkk djuk vkSj yxkuk] lEiw.kZ tqMukjksa dk tgk¡ dgh vko”;d gS jksxu djus] nhokjksa vkSj Q”kksZ dks tgk¡vko”;d gks dkVus vkSj Bhd djus lfgr",,,
,17-6-1 ih-oh-lh- dh 5 yhVj dh Lopy cgko Vadh lfgr bdgjh fcBko& ifÍdk 17-6-2 ih-oh-lh- dh 5 yhVj dh Lopy cgko Vadh lfgr nks fcBko& ifÍdkvks dh ek=k 17-6-3 ih-oh-lh- dh 10 yhVj dh Lopy cgko Vadh lfgr rhu fcBko& ifÍdkvks dh ek=k,izR;sd izR;sd izR;sd,7752.60 11281.10 14817.35,
,17-6-4 ih-oh-lh- dh 10 yhVj dh Lopy cgko Vadh lfgr pkj fcBko& ifÍdkvks dh ek=k,izR;sd,17784.35,
17-7,"/kkou ik=] <ys yksgs ds czSdsVksa] 15 fe-eh- ukiokys Øksfe;e&eqyXek;qDr ihry dh [kMh 32 feeh- uy ekud uwus dh Øksfe;e&eqyEek;qDr ihry dh fudkl&tqMukj ds lkFk O;oLFkk djuk vkSj yxkuk] lEiw.kZ =qMukjksa ,oa oSzdjksa ij jksxu djus] nhojksa vkSj Q”kksZa dks tgk¡ dgh vko”;d gks] dkVus vkSj Bhd djus lfgr",,,
,"17-7-1 Øksfe;e& eqyXek;qDr ihry dh 15 fe-eh- dh ,d tksMh [kMh VksVh;k¡ lfgr lQsn dk¡p phuh feÍh dk630 x 450feeh uki dk /kkou&ik= 17-7-2 Øksfe;e& eqyXek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh lfgr630 x 450feeh uki dk lQsn dk¡p phuh feÍh dk /kkou&ik= 17-7-3 Øksfe;e& eqyXek;qDr ihry dh 15 fe-eh- dh ,d tksMh [kMh VksVh;k¡ lfgr550 x 400feeh uki dk lQsn dk¡p phuh feÍh dk /kkou&ik= 17-7-4 Øksfe;e& eqyXek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh lfgr 550 x 400feeh uki dk likV ihB okys /kkou&ik= 17-7-5 Øksfe;e& eqyEek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh lfgr600 x 480feeh uki dk likV ihB okys /kkou&ik=",izR;sd izR;sd izR;sd izR;sd izR;sd,2275.00 1913.75 2040.85 1679.60 1913.75,
17-10-2,jlksbZ dh gkSnh fuFkkj r[rs ds fcuk,,,
,17-10-2-1 610 x 510feeh ckÅy dh xgjkbZ 200 feeh-,izR;sd,4274.40,
,17-10-2-2 610 x 460feeh ckÅy dh xgjkbZ 200 feeh-,izR;sd,3337.85,
,17-10-2-3 470 x 420feeh ckÅy dh xgjkbZ 178 feeh-,izR;sd,2936.45,
17-11,"iz;ksx”kkyk dh lQsn dk¡p phuh feÍh dh gkSnh dh] <ys yksgs ds czSdjksa] Øksfe;e&eqyEek;qDr ihry dh tathj ,oa 40 fe-eh- jcM xÍk] Øksfe;e eqyEek;qDr ihry ds 40 feeh- O;kl okys Qans dh] Øksfe;e&eqyEek;qDr ihry ds vko”;d ;qXekdksa ds lkFk O;oLFkk djuk vkSj yxkuk] lEiw.kZ] tqMukjksa ,oa cSzDVksa ij jksxu djus vkSj nhokjksa vkSj Q”khZ dks] tgk¡ dgh vko”;d gks] dkVus vkSj Bhd djus lfgr",,,
,17-11-1 450x 300 x 150feeh uki dh,izR;sd,4272.95,
,17-11-2 600x 450 x 200feeh uki dh,izR;sd,5610.85,
17-12,fuFkkj&r[krs dh <ys yksgs ds czSdVksa ds lkFk O;oLFkk djuk vkSj yxkuk] cSzdV ij,,,
,jksxu djus vkSj nhokjksa dks tgk¡ dgh vko”;d gks] dkVus vkSj Bhd djus lfgr,,,
,17-12-1 lQsn dkafpr rkilg feÍh dk 600x 450 x 25feeh uki dk fuFkkj,,,
,r[rk,izR;sd,1351.65,
17-13,Tkyeyk/kkj ds lQsn dk¡p feÍh ds fcBko ik= ¼Hkkjrh; <ax½ dh O;oLFkk djuk vkSj yxkuk,,,
,17-13-1 yEcs uewus dk 580 feeh feeh- uki dk tyey/kkj&ik=,izR;sd,1667.80,
,17-13-2 mMhlk uewus dk 580x 440feeh uki dk tyey/kkj ik=,izR;sd,2758.20,
17-14,vfrfjDr Hkqxrku] lQsn tyey/kkj ik= ds LFkku ij jaxhu tyey/kkj ik= dk iz;ksx djus ij,,,
,17-14-1 mMhlk uewus dk 580x 440feeh uki dh tyey/kkj ik=,izR;sd,414.75,
17-15,Tkyey/kkj ds ¼;wjksih; <ax ds /kkou@v/kksxkeh <ax ds½] lQsn dk¡p phuh feÍh ds ihfBdk&ik= dh O;oLFkk djuk vkSj yxkuk,izR;sd,2403.65,
17-16,vfrfjDr Hkqxrku] lQsn dk¡p phuh feÍh ds ihfBdk ik= vkSj Vadh ds LFkku ij jaxhu ihfBdk&ik= ¼;wjksih; <ax ds½] mlh jax dh fuEu ry dh Vadh ds lkFk iz;ksx djus ij,izR;sd,167.25,
17-16d,"izHkkjh vfHk;ark }kjk ;Fkk vuqeksfnr cukoV vkSj dksfV ds ;wjksih; izdkj ds MCy;w lh dk ,l ,l f=dks.kh; IysV ds lkFk 1 eh0 rd yach yphyh 8 ,e ,e Mk; lh-",,,
,"ih@,l-,l tsV dh OloLFkk djuk rFkk yxkukA",izR;sd,299.35,
17-17,"tyeay/kkj ds fcBko ik= ds fy, ekud uewus ds ,d tksM+k lQsn dk¡p phuh feÍh",,,
,ds ik;nkuksa dh O;oLFkk djuk vkSj yxkuk,,,
,17-17-1 250x 130 x 30feeh,izR;sd tksMk,219.60,
,17-17-2 250x 125 x 25feeh,izR;sd tksMk,223.60,
17-18,Hkkjrh; ekud 7231 ds vuq:i ih-oh-lh fuEu&ry cgko Vadh] gLr fu;af=r ;qfDr,,,
,ds lkFk tqMukjsa lfgr O;oLFkk djuk vkSj yxkuk] lEiw.kZ,,,
,17-18-1 10 yhVj {kerk okyh& lQsn,izR;sd,1023.05,
,17-18-2 10 yhVj {kerk okyh& jaxhu,izR;sd,989.60,
17-19,dk¡p phuh feÍh fufeZr fu;af=r cgko okyh fuEu&ry Vadh dh leLr tqMukjksa lfgr O;oLFkk djuk vkSj yxkuk] lEiw.kZ,,,
,17-19-1 10 yhVj ¼iw.kZ cgko½ {kerk okyh&lQsn,izR;sd,1930.85,
,17-19-2 10 yhVj ¼iw.kZ cgko½ {kerk okyh& jaxhu,izR;sd,2532.95,
17-20,"tyey/kkj ds ihfBdk&ik= ds fy, Bksl IykfLVd dh lhV ,oa <Ddu dh O;oLFkk djuk vkSj yxkuk] lEiw.kZ",,,
,"17-20-1 lQsn Bksl IykfLVd dh lhV ,oa <Ddu",izR;sd,586.55,
,"17-20-2 dkys Bksl IykfLVd dh lhV ,oa <Ddu",izR;sd,472.80,
,"17-20-3 jaxhu ¼dkys o lQsn ds vykok½ Bksl IykfLVd lhV ,oa <Ddu",izR;sd,506.25,
17-22,"tyey/kkj ds ik= ls cgko&uy dks tksMus ds fy, tLrh yksgs ds izos”k la;kstu dh O;oLFkk djuk vkSj yxkukA",izR;sd,131-65,
17-22d,"izHkkjh vfHkark ds funs”kkuqlkj vuqeksfnr xq.koÙkk vkSj cukoV dk 32 ,e ,e cksVy VªSi lh ih czkl dh O;OkLFkk djuk vkSj yxkukA",izR;sd,886.25,
17-22[k,"izHkkjh vfHk;ark }kjk ;Fkk vuqeksfnr xq.koÙkk vkSj cukoV dk lh ih czkl flaxy yhoj Vsyh&Qksfud oky feDlj dh O;OkLFkk rFkk yxkukA¼d½ 15 ,e ,e ukeh; Nsn okys",izR;sd,6119.15,
17-23,likV ihB okys ;k nhokjksa ds dksus es yxus okys Øe”k% 430x 260 x 350feeh ;k 340x 410 x 265feeh uki ds lQsn dk¡p phuh feÍh dh gksBnkj ew=nkuh dh O;oLFkk djuk vkSj yxkukA,izR;sd,1382.30,
17-24,yEckbZ esa vfHkUu cgko& uy;qDr lQsn dk¡p phuh feÍh dh fcBko ikfV~Vdk&ew=nkuh dh O;oLFkk djuk vkSj yxkukA,izR;sd,3389.35,
17-25,"lQsn dk¡p phuh feÍh ds /kkou ik= dh O;oLFkk djuk vkSj yxkuk] leLr l;kstu djus lfgr] fdUrq tqMukjksa dh ykxr “kkfey u djrs gq, A",,,
,17-25-1 likV ihB okyh 630x 450feeh uki dh èkkou&ik=,izR;sd,1149.60,
,17-25-2 likV ihB okyh 550x 400feeh uki dh èkkou &ik=,izR;sd,915.45,
,17-25-3 dksuhi ihB okyh 600x 480feeh uki dh èkkou &ik=,izR;sd,1149.60,
,17-25-4 dksuhi ihB okyh 400x 400feeh uki dh èkkou &ik=,izR;sd,748.20,
,17-25-5 likV ihB okyh 450x 300feeh uki dh èkkou &ik=,izR;sd,554.20,
,17-25-6 ltZu <ax dk 660x 460feeh uki dh èkkou &ik=,izR;sd,1651.30,
17-26,"jlksbZ dh gkSnh dh O;oLFkk djuk vkSj yxkuk] lHkh la;kstu djus lfgr] fdUrq tqMukjksa dh ykxr “kkfey u djrs gq,",,,
,17-26-1 lQsn dkfpr rkilg dh 600x 450 x 250feeh uki dh gkSnh,izR;sd,1884.30,
17-27,"iz;ksx”kkyk dh lQsn dk¡p phuh feÍh dh gkSnh dh O;oLFkk djuk vkSj yxkuk] la;kstu djrs lfgr] fdUrq tqMukjksa dh ykxr “kkfey u djrs gq,",,,
,17-27-1 450x 300 x 150feeh,izR;sd,2152.20,
,17-27-2 600x 450 x 200feeh,izR;sd,3490.15,
,17-7-6 17-7-7 17-7-8 17-7-9 17-7-10 17-7-11,"Øksfe;e& eqyEek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh lfgr dks.kh; ihB okys lQsn dksap phuh feÍh ds 400 x 400feeh uki dk /kkou&ik= Øksfe;e& eqyEek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh lfgr likV dks.kh; ihB okys 450 x 300feeh uki dk lQsn dk¡p phuh feÍh dk /kkou&ik= ltZu <ax ds Øksfe;e& eqyEek;qDr ihry dh 15 fe-eh- dh ,d tksMh [kMh VksVh lfgr 660 x 460feeh uki dk lQsn dk¡p phuh dk /kkou&ik=] uy dksguh pkfyr fyojksa lfgr ltZu <ax ds Øksfe;e& eqyEek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh lfgr 660 x 460feeh uki dk lQsn dk¡p phuh feÍh dk /kkou&ik=] uy dksguh pkfyr fyojksa lfgr Øksfe;e& eqyEek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh ,-vkbZ- ,l-vkbZ- 304¼18@8½ lfgr 405x 355feeh uki dk taxjks/kh bLikr dk xksy ik=A Øksfe;e& eqyEek;qDr ihry dh 15 fe-eh- dh ,d [kMh VksVh ,-vkbZ- ,l-vkbZ- 304¼18@8½ lfgr 530x 345feeh uki dk taxjks/kh bLikr dk /kkou ik=A",izR;sd izR;sd izR;sd izR;sd izR;sd izR;sd,1512.35 1318.35 3204.85 2629.55 2950.85 3619.60
